Time,Is,Ib1,Ib2,Vs,Vpc,Vline
0.04519,1.49498e-005,7.47491e-006,7.47491e-006,74.7436,74.7436,1.67681e-005
0.045195,1.53122e-005,7.65255e-006,7.65255e-006,76.5527,76.5527,1.71151e-005
0.0452,1.56746e-005,7.83373e-006,7.83373e-006,78.3498,78.3498,1.74653e-005
0.045205,1.60298e-005,8.01137e-006,8.01137e-006,80.1345,80.1345,1.78069e-005
0.04521,1.63851e-005,8.18901e-006,8.18901e-006,81.9065,81.9065,1.81513e-005
0.045215,1.67368e-005,8.36664e-006,8.36664e-006,83.6656,83.6656,1.84874e-005
0.04522,1.7085e-005,8.54072e-006,8.54072e-006,85.4115,85.4115,1.88261e-005
0.045225,1.74296e-005,8.71481e-006,8.71481e-006,87.144,87.1439,1.91561e-005
0.04523,1.77742e-005,8.88534e-006,8.88178e-006,88.8626,88.8626,1.94889e-005
0.045235,1.81153e-005,9.05587e-006,9.05587e-006,90.5672,90.5672,1.98129e-005
0.04524,1.84563e-005,9.22284e-006,9.22284e-006,92.2575,92.2575,2.01393e-005
0.045245,1.87903e-005,9.39337e-006,9.39337e-006,93.9333,93.9333,2.0457e-005
0.04525,1.91243e-005,9.5568e-006,9.5568e-006,95.5942,95.5942,2.07771e-005
0.045255,1.94511e-005,9.72022e-006,9.72022e-006,97.24,97.24,2.10882e-005
0.04526,1.9778e-005,9.88365e-006,9.88365e-006,98.8705,98.8705,2.14018e-005
0.045265,0.199451,0.199441,9.89342e-006,100.485,98.9409,1.54415
0.04527,0.650689,0.650679,9.88898e-006,102.084,98.8941,3.19019
0.045275,1.26037,1.26036,9.88454e-006,103.667,98.8495,4.8177
0.04528,2.05331,2.0533,9.88098e-006,105.234,98.8084,6.42531
0.045285,2.99245,2.99244,9.87743e-006,106.784,98.7716,8.01194
0.04529,4.04734,4.04733,9.87388e-006,108.317,98.7398,9.57671
0.045295,5.19287,5.19286,9.8721e-006,109.832,98.7136,11.1189
0.0453,6.40841,6.4084,9.86944e-006,111.331,98.6933,12.6377
0.045305,7.67693,7.67692,9.86855e-006,112.812,98.6792,14.1328
0.04531,8.98444,8.98443,9.86766e-006,114.275,98.6715,15.6036
0.045315,10.3194,10.3194,9.86766e-006,115.72,98.6705,17.0498
0.04532,11.6723,11.6723,9.86766e-006,117.147,98.6761,18.471
0.045325,13.0353,13.0353,9.86855e-006,118.555,98.6886,19.8669
0.04533,14.402,14.402,9.87121e-006,119.945,98.7079,21.2372
0.045335,15.767,15.767,9.87299e-006,121.316,98.734,22.5818
0.04534,17.126,17.1259,9.87743e-006,122.667,98.7669,23.9005
0.045345,18.4752,18.4752,9.8801e-006,124,98.8065,25.193
0.04535,19.8117,19.8117,9.88454e-006,125.312,98.8528,26.4593
0.045355,21.1331,21.1331,9.88987e-006,126.605,98.9058,27.6991
0.04536,22.4372,22.4372,9.89608e-006,127.878,98.9653,28.9124
0.045365,23.7224,23.7224,9.90408e-006,129.13,99.0312,30.0991
0.04537,24.9872,24.9872,9.91029e-006,130.362,99.1035,31.259
0.045375,26.2306,26.2306,9.91829e-006,131.574,99.182,32.3922
0.04538,27.4514,27.4514,9.92717e-006,132.765,99.2666,33.4984
0.045385,28.649,28.649,9.93516e-006,133.935,99.3572,34.5776
0.04539,29.8226,29.8226,9.94538e-006,135.084,99.4537,35.6299
0.045395,30.9717,30.9716,9.95648e-006,136.211,99.556,36.655
0.0454,32.0957,32.0957,9.96625e-006,137.317,99.6639,37.653
0.045405,33.1944,33.1944,9.9778e-006,138.401,99.7773,38.6239
0.04541,34.2674,34.2673,9.99023e-006,139.463,99.896,39.5675
0.045415,35.3143,35.3143,1.00018e-005,140.504,100.02,40.4838
0.04542,36.335,36.335,1.00151e-005,141.522,100.149,41.3728
0.045425,37.3293,37.3293,1.00284e-005,142.518,100.283,42.2346
0.04543,38.297,38.297,1.00426e-005,143.491,100.422,43.0689
0.045435,39.238,39.238,1.00568e-005,144.442,100.566,43.876
0.04544,40.1522,40.1522,1.00719e-005,145.37,100.714,44.6556
0.045445,41.0394,41.0394,1.0087e-005,146.274,100.867,45.4079
0.04545,41.8995,41.8995,1.01021e-005,147.156,101.023,46.1327
0.045455,42.7326,42.7326,1.01181e-005,148.015,101.184,46.8302
0.04546,43.5386,43.5385,1.0135e-005,148.85,101.35,47.5003
0.045465,44.3173,44.3173,1.01519e-005,149.662,101.518,48.143
0.04547,45.0688,45.0688,1.01688e-005,150.45,101.691,48.7584
0.045475,45.7931,45.7931,1.01865e-005,151.214,101.867,49.3464
0.04548,46.4901,46.4901,1.02043e-005,151.954,102.047,49.907
0.045485,47.1599,47.1599,1.02229e-005,152.671,102.23,50.4403
0.04549,47.8023,47.8023,1.02425e-005,153.363,102.417,50.9463
0.045495,48.4175,48.4175,1.02602e-005,154.031,102.606,51.4251
0.0455,49.0054,49.0054,1.02807e-005,154.675,102.798,51.8766
0.045505,49.566,49.566,1.02993e-005,155.294,102.993,52.3009
0.04551,50.0994,50.0993,1.03189e-005,155.889,103.191,52.6981
0.045515,50.6055,50.6055,1.03384e-005,156.459,103.391,53.0682
0.04552,51.0844,51.0844,1.03597e-005,157.004,103.593,53.4111
0.045525,51.5362,51.5362,1.03801e-005,157.525,103.798,53.7271
0.04553,51.9608,51.9608,1.04006e-005,158.021,104.005,54.0161
0.045535,52.3583,52.3583,1.0421e-005,158.492,104.214,54.2782
0.04554,52.7288,52.7288,1.04423e-005,158.938,104.424,54.5134
0.045545,53.0722,53.0722,1.04645e-005,159.358,104.636,54.7219
0.04555,53.3887,53.3887,1.04849e-005,159.754,104.85,54.9037
0.045555,53.6782,53.6782,1.05063e-005,160.124,105.065,55.0588
0.04556,53.941,53.9409,1.05285e-005,160.469,105.282,55.1874
0.045565,54.1769,54.1769,1.05498e-005,160.789,105.499,55.2895
0.04557,54.386,54.386,1.0572e-005,161.083,105.718,55.3652
0.045575,54.5686,54.5686,1.05942e-005,161.352,105.938,55.4146
0.04558,54.7245,54.7245,1.06146e-005,161.596,106.158,55.4378
0.045585,54.8539,54.8539,1.06377e-005,161.813,106.379,55.4349
0.04559,54.9569,54.9569,1.06599e-005,162.006,106.6,55.4059
0.045595,55.0336,55.0336,1.06821e-005,162.172,106.821,55.351
0.0456,55.0839,55.0839,1.07043e-005,162.314,107.043,55.2703
0.045605,55.1082,55.1082,1.07265e-005,162.429,107.265,55.1639
0.04561,55.1063,55.1063,1.07487e-005,162.519,107.487,55.0319
0.045615,55.0785,55.0785,1.07709e-005,162.583,107.709,54.8745
0.04562,55.0248,55.0247,1.07931e-005,162.622,107.93,54.6916
0.045625,54.9453,54.9453,1.08153e-005,162.635,108.151,54.4836
0.04563,66.1386,4.32371e-006,66.1386,162.622,43.2394,119.382
0.045635,75.3408,4.34941e-006,75.3408,162.583,43.4969,119.086
0.04564,83.2625,4.37822e-006,83.2625,162.519,43.7845,118.734
0.045645,89.6745,4.41047e-006,89.6745,162.429,44.1072,118.322
0.04565,94.8407,4.4455e-006,94.8407,162.314,44.458,117.856
0.045655,98.9785,4.48283e-006,98.9785,162.172,44.8311,117.341
0.04566,102.267,4.52191e-006,102.267,162.006,45.2218,116.784
0.045665,104.852,4.56235e-006,104.852,161.813,45.6262,116.187
0.04567,106.855,4.60385e-006,106.855,161.596,46.0411,115.554
0.045675,108.376,4.6461e-006,108.376,161.352,46.4637,114.888
0.04568,109.497,4.68894e-006,109.497,161.083,46.8918,114.191
0.045685,110.285,4.73213e-006,110.285,160.789,47.3236,113.465
0.04569,110.794,4.77552e-006,110.794,160.469,47.7576,112.712
0.045695,111.072,4.81902e-006,111.072,160.124,48.1924,111.932
0.0457,111.155,4.86246e-006,111.155,159.754,48.6271,111.127
0.045705,111.075,4.90585e-006,111.075,159.358,49.0607,110.298
0.04571,110.856,4.94901e-006,110.856,158.938,49.4924,109.445
0.045715,110.52,4.99194e-006,110.52,158.492,49.9217,108.57
0.04572,110.084,5.03461e-006,110.084,158.021,50.348,107.673
0.045725,109.562,5.07688e-006,109.562,157.525,50.7708,106.754
0.04573,108.966,5.11879e-006,108.966,157.004,51.1898,105.815
0.045735,108.306,5.16026e-006,108.306,156.459,51.6045,104.854
0.04574,107.589,5.20128e-006,107.589,155.889,52.0148,103.874
0.045745,106.823,5.24186e-006,106.823,155.294,52.4204,102.874
0.04575,106.012,5.28189e-006,106.012,154.675,52.821,101.854
0.045755,105.161,5.32147e-006,105.161,154.031,53.2165,100.814
0.04576,104.275,5.36043e-006,104.275,153.363,53.6067,99.7562
0.045765,103.355,5.39896e-006,103.355,152.671,53.9913,98.6792
0.04577,102.406,5.43687e-006,102.406,151.954,54.3704,97.5838
0.045775,101.428,5.47418e-006,101.428,151.214,54.7436,96.4702
0.04578,100.423,5.51093e-006,100.423,150.45,55.111,95.3385
0.045785,99.3944,5.54712e-006,99.3944,149.662,55.4724,94.1891
0.04579,98.3419,5.58265e-006,98.3419,148.85,55.8277,93.0222
0.045795,97.267,5.61762e-006,97.267,148.015,56.1768,91.8379
0.0458,96.1707,5.65181e-006,96.1707,147.156,56.5196,90.6366
0.045805,95.0537,5.68556e-006,95.0537,146.274,56.856,89.4184
0.04581,93.9169,5.71843e-006,93.9169,145.37,57.1859,88.1836
0.045815,92.7607,5.75084e-006,92.7607,144.442,57.5093,86.9324
0.04582,91.5858,5.78249e-006,91.5858,143.491,57.826,85.665
0.045825,90.3926,5.81357e-006,90.3926,142.518,58.1361,84.3817
0.04583,89.1816,5.84388e-006,89.1816,141.522,58.4394,83.0826
0.045835,87.9532,5.87352e-006,87.9532,140.504,58.7358,81.768
0.04584,86.7077,5.90239e-006,86.7077,139.463,59.0253,80.4382
0.045845,85.4456,5.9307e-006,85.4456,138.401,59.3078,79.0933
0.04585,84.167,5.95823e-006,84.167,137.317,59.5833,77.7336
0.045855,82.8724,5.98477e-006,82.8724,136.211,59.8516,76.3594
0.04586,81.562,6.01119e-006,81.5619,135.084,60.1128,74.9708
0.045865,80.2361,6.0365e-006,80.236,133.935,60.3667,73.5681
0.04587,78.8949,6.06115e-006,78.8949,132.765,60.6134,72.1516
0.045875,77.5389,6.08535e-006,77.5389,131.574,60.8526,70.7215
0.04588,76.1681,6.10845e-006,76.1681,130.362,61.0845,69.278
0.045885,74.7829,6.13065e-006,74.7829,129.13,61.3089,67.8213
0.04589,73.3836,6.15241e-006,73.3836,127.878,61.5258,66.3518
0.045895,71.9704,6.17351e-006,71.9704,126.605,61.7352,64.8697
0.0459,70.5435,6.19371e-006,70.5435,125.312,61.9369,63.3752
0.045905,69.1032,6.21303e-006,69.1032,124,62.1309,61.8686
0.04591,67.6497,6.23168e-006,67.6497,122.667,62.3173,60.3501
0.045915,66.1834,6.24945e-006,66.1834,121.316,62.4959,58.8199
0.04592,64.7045,6.26654e-006,64.7045,119.945,62.6666,57.2785
0.045925,63.2132,6.28297e-006,63.2132,118.555,62.8296,55.7259
0.04593,61.7097,6.29852e-006,61.7097,117.147,62.9846,54.1625
0.045935,60.1944,6.31295e-006,60.1944,115.72,63.1317,52.5885
0.04594,58.6675,6.32694e-006,58.6675,114.275,63.2709,51.0043
0.045945,57.1292,6.34026e-006,57.1292,112.812,63.4021,49.4099
0.04595,55.5799,6.35247e-006,55.5799,111.331,63.5252,47.8058
0.045955,54.0198,6.36402e-006,54.0197,109.832,63.6402,46.1922
0.04596,52.449,6.37468e-006,52.449,108.317,63.7471,44.5694
0.045965,50.868,6.38467e-006,50.868,106.784,63.8459,42.9376
0.04597,49.277,6.39377e-006,49.277,105.234,63.9366,41.2971
0.045975,47.6762,6.40199e-006,47.6762,103.667,64.019,39.6482
0.04598,46.0659,6.40932e-006,46.0659,102.084,64.0932,37.9911
0.045985,44.4464,6.41598e-006,44.4464,100.485,64.1591,36.3262
0.04599,42.818,6.42153e-006,42.818,98.8705,64.2168,34.6537
0.045995,41.1808,6.42664e-006,41.1808,97.24,64.2662,32.9738
0.046,39.5353,6.43086e-006,39.5353,95.5942,64.3072,31.287
0.046005,37.8816,6.43396e-006,37.8816,93.9333,64.3399,29.5933
0.04601,36.2201,6.43663e-006,36.2201,92.2575,64.3643,27.8933
0.046015,34.551,6.43818e-006,34.551,90.5672,64.3803,26.187
0.04602,32.8746,6.43863e-006,32.8746,88.8626,64.3878,24.4748
0.046025,31.1912,6.43885e-006,31.1912,87.144,64.387,22.757
0.04603,29.5011,6.43774e-006,29.5011,85.4115,64.3777,21.0338
0.046035,27.8045,6.43596e-006,27.8045,83.6656,64.36,19.3056
0.04604,26.1017,6.43352e-006,26.1017,81.9065,64.3339,17.5727
0.046045,24.393,6.42997e-006,24.393,80.1345,64.2993,15.8352
0.04605,22.6787,6.42575e-006,22.6787,78.3498,64.2562,14.0936
0.046055,20.9591,6.42042e-006,20.9591,76.5527,64.2047,12.348
0.04606,19.2344,6.41442e-006,19.2344,74.7436,64.1447,10.5989
0.046065,17.505,6.40754e-006,17.505,72.9226,64.0762,8.84641
0.04607,15.7711,6.39999e-006,15.7711,71.0901,63.9992,7.09089
0.046075,14.0331,6.39133e-006,14.0331,69.2464,63.9138,5.33263
0.04608,12.2911,6.38201e-006,12.2911,67.3918,63.8199,3.57191
0.046085,10.5455,6.37179e-006,10.5455,65.5265,63.7175,1.80902
0.04609,8.79664,6.36069e-006,8.79664,63.6509,63.6066,0.0442604
0.046095,7.04472,6.3487e-006,7.04472,61.7652,63.4873,-1.72209
0.0461,5.29006,6.33582e-006,5.29006,59.8698,63.3595,-3.48973
0.046105,3.53295,6.32228e-006,3.53295,57.9649,63.2233,-5.25837
0.04611,1.77368,6.30784e-006,1.77367,56.0509,63.0786,-7.02772
0.046115,0.0125366,6.29252e-006,0.0125303,54.128,62.9255,-8.7975
0.04612,1.04414e-005,5.21716e-006,5.21716e-006,52.1965,52.1965,8.25673e-006
0.046125,1.00542e-005,5.02354e-006,5.02354e-006,50.2568,50.2568,8.11114e-006
0.04613,9.66338e-006,4.83169e-006,4.83169e-006,48.3092,48.3092,7.70955e-006
0.046135,9.27258e-006,4.63274e-006,4.63274e-006,46.354,46.354,7.31541e-006
0.04614,8.88001e-006,4.43912e-006,4.43912e-006,44.3914,44.3914,6.91123e-006
0.046145,8.48566e-006,4.24016e-006,4.24194e-006,42.4218,42.4218,6.51473e-006
0.04615,8.08953e-006,4.04299e-006,4.04299e-006,40.4456,40.4456,6.10851e-006
0.046155,7.6934e-006,3.84581e-006,3.84581e-006,38.4629,38.4629,5.71018e-006
0.04616,7.2955e-006,3.64686e-006,3.64686e-006,36.4742,36.4742,5.30177e-006
0.046165,6.89759e-006,3.44613e-006,3.44791e-006,34.4797,34.4797,4.90207e-006
0.04617,6.49791e-006,3.24718e-006,3.24718e-006,32.4797,32.4797,4.49184e-006
0.046175,6.09557e-006,3.04734e-006,3.04734e-006,30.4747,30.4747,4.09063e-006
0.04618,5.69322e-006,2.84572e-006,2.84572e-006,28.4648,28.4648,3.67923e-006
0.046185,5.29177e-006,2.64411e-006,2.64411e-006,26.4504,26.4504,3.27656e-006
0.04619,4.88676e-006,2.44249e-006,2.44338e-006,24.4319,24.4319,2.86418e-006
0.046195,4.48264e-006,2.23999e-006,2.24087e-006,22.4095,22.4095,2.46063e-006
0.0462,4.07763e-006,2.03748e-006,2.03837e-006,20.3835,20.3835,2.04713e-006
0.046205,3.67173e-006,1.83498e-006,1.83586e-006,18.3543,18.3543,1.64313e-006
0.04621,3.26494e-006,1.6307e-006,1.63158e-006,16.3223,16.3223,1.22893e-006
0.046215,2.85727e-006,1.42819e-006,1.42908e-006,14.2876,14.2876,8.24532e-007
0.04622,2.45048e-006,1.22391e-006,1.2248e-006,12.2507,12.2507,4.10122e-007
0.046225,2.04281e-006,1.02052e-006,1.02141e-006,10.2119,10.2119,5.20186e-009
0.04623,1.63514e-006,8.16236e-007,8.17124e-007,8.17146,8.17146,-4.08985e-007
0.046235,1.22657e-006,6.11955e-007,6.12843e-007,6.12973,6.12973,-8.13956e-007
0.04624,8.17568e-007,4.08118e-007,4.08562e-007,4.08702,4.08702,-1.22793e-006
0.046245,4.09006e-007,2.03837e-007,2.04281e-007,2.04367,2.04367,-1.63273e-006
0.04625,4.44089e-010,-4.44089e-010,0,-5.98436e-010,2.04535e-006,-2.04595e-006
0.046255,-4.08562e-007,-2.04725e-007,-2.04281e-007,-2.04367,-2.04367,-2.45031e-006
0.04626,-8.17124e-007,-4.0945e-007,-4.08784e-007,-4.08702,-4.08702,-2.86287e-006
0.046265,-1.22591e-006,-6.13509e-007,-6.12843e-007,-6.12973,-6.12972,-3.26639e-006
0.04627,-1.63425e-006,-8.1779e-007,-8.17124e-007,-8.17146,-8.17146,-3.67775e-006
0.046275,-2.04248e-006,-1.02163e-006,-1.02096e-006,-10.2119,-10.2119,-4.0806e-006
0.04628,-2.45032e-006,-1.22552e-006,-1.22485e-006,-12.2507,-12.2507,-4.49039e-006
0.046285,-2.85774e-006,-1.42919e-006,-1.4285e-006,-14.2876,-14.2876,-4.89206e-006
0.04629,-3.26472e-006,-1.63264e-006,-1.63192e-006,-16.3223,-16.3223,-5.30027e-006
0.046295,-3.67129e-006,-1.83575e-006,-1.83498e-006,-18.3543,-18.3543,-5.70034e-006
0.0463,-4.07718e-006,-2.03859e-006,-2.03793e-006,-20.3835,-20.3835,-6.10694e-006
0.046305,-4.48264e-006,-2.2411e-006,-2.24043e-006,-22.4095,-22.4095,-6.50504e-006
0.04631,-4.88698e-006,-2.44338e-006,-2.44249e-006,-24.4319,-24.4319,-6.90959e-006
0.046315,-5.29088e-006,-2.645e-006,-2.64455e-006,-26.4504,-26.4504,-7.30557e-006
0.04632,-5.69367e-006,-2.84661e-006,-2.84572e-006,-28.4648,-28.4648,-7.70803e-006
0.046325,-6.09646e-006,-3.04734e-006,-3.04645e-006,-30.4747,-30.4747,-8.10158e-006
0.04633,-6.49658e-006,-3.24851e-006,-3.24762e-006,-32.4797,-32.4797,-8.50147e-006
0.046335,-6.89671e-006,-3.44835e-006,-3.44746e-006,-34.4797,-34.4797,-8.89247e-006
0.04634,-7.2955e-006,-3.64775e-006,-3.64686e-006,-36.4742,-36.4742,-9.28947e-006
0.046345,-7.6934e-006,-3.8467e-006,-3.84581e-006,-38.4629,-38.4629,-9.6779e-006
0.04635,-8.08953e-006,-4.04476e-006,-4.04388e-006,-40.4456,-40.4456,-1.00716e-005
0.046355,-8.48566e-006,-4.24194e-006,-4.24105e-006,-42.4218,-42.4218,-1.04572e-005
0.04636,-8.87912e-006,-4.43912e-006,-4.43823e-006,-44.3914,-44.3914,-1.08474e-005
0.046365,-9.27169e-006,-4.6354e-006,-4.63451e-006,-46.354,-46.354,-1.12296e-005
0.04637,-9.66338e-006,-4.8308e-006,-4.82991e-006,-48.3092,-48.3092,-1.16165e-005
0.046375,-1.00524e-005,-5.0262e-006,-5.02531e-006,-50.2568,-50.2568,-1.19952e-005
0.04638,-1.04414e-005,-5.21894e-006,-5.21805e-006,-52.1965,-52.1965,-1.2378e-005
0.046385,-1.08269e-005,-5.41256e-006,-5.41167e-006,-54.128,-54.1279,-1.2753e-005
0.04639,-1.12115e-005,-5.60529e-006,-5.60441e-006,-56.0509,-56.0508,-1.31321e-005
0.046395,-1.15934e-005,-5.79714e-006,-5.79625e-006,-57.9649,-57.9649,-1.35026e-005
0.0464,-1.19726e-005,-5.9881e-006,-5.98632e-006,-59.8698,-59.8698,-1.38778e-005
0.046405,-1.23563e-005,-6.17639e-006,-6.17462e-006,-61.7652,-61.7652,-1.42439e-005
0.04641,-1.27311e-005,-6.36469e-006,-6.36469e-006,-63.6509,-63.6509,-1.46147e-005
0.046415,-1.31077e-005,-6.55298e-006,-6.55298e-006,-65.5265,-65.5265,-1.4976e-005
0.04642,-1.3479e-005,-6.7395e-006,-6.73772e-006,-67.3918,-67.3918,-1.53423e-005
0.046425,-1.38503e-005,-6.92424e-006,-6.92424e-006,-69.2464,-69.2464,-1.56988e-005
0.04643,-1.42197e-005,-7.10898e-006,-7.1072e-006,-71.0901,-71.0901,-1.60603e-005
0.046435,-1.45874e-005,-7.29194e-006,-7.29017e-006,-72.9226,-72.9226,-1.64117e-005
0.04644,-1.49516e-005,-7.47313e-006,-7.47136e-006,-74.7436,-74.7436,-1.6768e-005
0.046445,-1.53122e-005,-7.65432e-006,-7.65255e-006,-76.5527,-76.5527,-1.71141e-005
0.04645,-1.5671e-005,-7.83551e-006,-7.83373e-006,-78.3498,-78.3498,-1.74652e-005
0.046455,-1.60298e-005,-8.01315e-006,-8.01137e-006,-80.1345,-80.1345,-1.7806e-005
0.04646,-1.63851e-005,-8.18901e-006,-8.18723e-006,-81.9065,-81.9065,-1.81512e-005
0.046465,-1.67351e-005,-8.36664e-006,-8.36486e-006,-83.6656,-83.6656,-1.84866e-005
0.04647,-1.7085e-005,-8.53895e-006,-8.53717e-006,-85.4115,-85.4115,-1.88257e-005
0.046475,-1.74314e-005,-8.71303e-006,-8.71303e-006,-87.144,-87.1439,-1.91555e-005
0.04648,-1.7776e-005,-8.88534e-006,-8.88356e-006,-88.8626,-88.8626,-1.94883e-005
0.046485,-1.81153e-005,-9.05764e-006,-9.05587e-006,-90.5672,-90.5672,-1.98124e-005
0.04649,-1.84528e-005,-9.2264e-006,-9.22462e-006,-92.2575,-92.2575,-2.01386e-005
0.046495,-1.87885e-005,-9.39337e-006,-9.3916e-006,-93.9333,-93.9333,-2.04569e-005
0.0465,-1.91207e-005,-9.56035e-006,-9.55858e-006,-95.5942,-95.5942,-2.07761e-005
0.046505,-1.94493e-005,-9.72378e-006,-9.722e-006,-97.24,-97.24,-2.10883e-005
0.04651,-1.97762e-005,-9.8872e-006,-9.88543e-006,-98.8705,-98.8705,-2.14007e-005
0.046515,-0.199531,-0.199521,-9.89342e-006,-100.485,-98.9409,-1.54416
0.04652,-0.650755,-0.650745,-9.88809e-006,-102.084,-98.8941,-3.19019
0.046525,-1.26043,-1.26042,-9.88454e-006,-103.667,-98.8495,-4.8177
0.04653,-2.05335,-2.05334,-9.8801e-006,-105.234,-98.8084,-6.4253
0.046535,-2.99249,-2.99248,-9.87654e-006,-106.784,-98.7716,-8.01194
0.04654,-4.04737,-4.04736,-9.87299e-006,-108.317,-98.7398,-9.57671
0.046545,-5.1929,-5.19289,-9.87121e-006,-109.832,-98.7136,-11.1189
0.04655,-6.40842,-6.40841,-9.86899e-006,-111.331,-98.6933,-12.6377
0.046555,-7.67694,-7.67693,-9.86766e-006,-112.812,-98.6792,-14.1328
0.04656,-8.98445,-8.98444,-9.86677e-006,-114.275,-98.6715,-15.6036
0.046565,-10.3194,-10.3194,-9.86633e-006,-115.72,-98.6705,-17.0498
0.04657,-11.6723,-11.6723,-9.86677e-006,-117.147,-98.6761,-18.471
0.046575,-13.0353,-13.0353,-9.86855e-006,-118.555,-98.6886,-19.8669
0.04658,-14.402,-14.402,-9.86988e-006,-119.945,-98.7079,-21.2372
0.046585,-15.767,-15.767,-9.87299e-006,-121.316,-98.734,-22.5818
0.04659,-17.126,-17.1259,-9.87566e-006,-122.667,-98.7669,-23.9005
0.046595,-18.4752,-18.4752,-9.8801e-006,-124,-98.8065,-25.193
0.0466,-19.8117,-19.8117,-9.88543e-006,-125.312,-98.8528,-26.4592
0.046605,-21.1331,-21.1331,-9.88987e-006,-126.605,-98.9058,-27.6991
0.04661,-22.4372,-22.4372,-9.89608e-006,-127.878,-98.9653,-28.9124
0.046615,-23.7224,-23.7224,-9.90186e-006,-129.13,-99.0312,-30.0991
0.04662,-24.9872,-24.9872,-9.91029e-006,-130.362,-99.1035,-31.259
0.046625,-26.2306,-26.2306,-9.91784e-006,-131.574,-99.182,-32.3921
0.04663,-27.4514,-27.4514,-9.92584e-006,-132.765,-99.2666,-33.4984
0.046635,-28.649,-28.649,-9.93516e-006,-133.935,-99.3572,-34.5776
0.04664,-29.8226,-29.8226,-9.94405e-006,-135.084,-99.4537,-35.6299
0.046645,-30.9716,-30.9716,-9.9547e-006,-136.211,-99.556,-36.655
0.04665,-32.0957,-32.0957,-9.96625e-006,-137.317,-99.6639,-37.653
0.046655,-33.1944,-33.1944,-9.97735e-006,-138.401,-99.7773,-38.6239
0.04666,-34.2674,-34.2673,-9.98934e-006,-139.463,-99.896,-39.5675
0.046665,-35.3143,-35.3143,-1.00018e-005,-140.504,-100.02,-40.4838
0.04667,-36.335,-36.335,-1.00142e-005,-141.522,-100.149,-41.3728
0.046675,-37.3293,-37.3293,-1.00275e-005,-142.518,-100.283,-42.2346
0.04668,-38.297,-38.297,-1.00413e-005,-143.491,-100.422,-43.0689
0.046685,-39.238,-39.238,-1.0056e-005,-144.442,-100.566,-43.876
0.04669,-40.1522,-40.1522,-1.00711e-005,-145.37,-100.714,-44.6556
0.046695,-41.0394,-41.0393,-1.00862e-005,-146.274,-100.867,-45.4079
0.0467,-41.8995,-41.8995,-1.01013e-005,-147.156,-101.023,-46.1327
0.046705,-42.7326,-42.7326,-1.01181e-005,-148.015,-101.184,-46.8302
0.04671,-43.5386,-43.5385,-1.01346e-005,-148.85,-101.35,-47.5003
0.046715,-44.3173,-44.3173,-1.01514e-005,-149.662,-101.518,-48.143
0.04672,-45.0688,-45.0688,-1.01688e-005,-150.45,-101.691,-48.7584
0.046725,-45.7931,-45.7931,-1.01856e-005,-151.214,-101.867,-49.3464
0.04673,-46.4901,-46.4901,-1.02043e-005,-151.954,-102.047,-49.907
0.046735,-47.1599,-47.1599,-1.0222e-005,-152.671,-102.23,-50.4403
0.04674,-47.8023,-47.8023,-1.02411e-005,-153.363,-102.417,-50.9463
0.046745,-48.4175,-48.4175,-1.02602e-005,-154.031,-102.606,-51.4251
0.04675,-49.0054,-49.0054,-1.02798e-005,-154.675,-102.798,-51.8766
0.046755,-49.566,-49.566,-1.02984e-005,-155.294,-102.993,-52.3009
0.04676,-50.0994,-50.0993,-1.03189e-005,-155.889,-103.191,-52.6981
0.046765,-50.6055,-50.6055,-1.0338e-005,-156.459,-103.391,-53.0682
0.04677,-51.0844,-51.0844,-1.03593e-005,-157.004,-103.593,-53.4111
0.046775,-51.5362,-51.5362,-1.03793e-005,-157.525,-103.798,-53.7271
0.04678,-51.9608,-51.9608,-1.03997e-005,-158.021,-104.005,-54.0161
0.046785,-52.3583,-52.3583,-1.0421e-005,-158.492,-104.214,-54.2782
0.04679,-52.7288,-52.7288,-1.04423e-005,-158.938,-104.424,-54.5134
0.046795,-53.0722,-53.0722,-1.04636e-005,-159.358,-104.636,-54.7219
0.0468,-53.3887,-53.3887,-1.04841e-005,-159.754,-104.85,-54.9037
0.046805,-53.6782,-53.6782,-1.05063e-005,-160.124,-105.065,-55.0588
0.04681,-53.9409,-53.9409,-1.05276e-005,-160.469,-105.282,-55.1874
0.046815,-54.1769,-54.1768,-1.05493e-005,-160.789,-105.499,-55.2895
0.04682,-54.386,-54.386,-1.05711e-005,-161.083,-105.718,-55.3652
0.046825,-54.5686,-54.5686,-1.05924e-005,-161.352,-105.938,-55.4146
0.04683,-54.7245,-54.7245,-1.06146e-005,-161.596,-106.158,-55.4378
0.046835,-54.8539,-54.8539,-1.06373e-005,-161.813,-106.379,-55.4349
0.04684,-54.9569,-54.9569,-1.0659e-005,-162.006,-106.6,-55.4059
0.046845,-55.0336,-55.0335,-1.06812e-005,-162.172,-106.821,-55.351
0.04685,-55.0839,-55.0839,-1.07043e-005,-162.314,-107.043,-55.2703
0.046855,-55.1082,-55.1082,-1.07265e-005,-162.429,-107.265,-55.1639
0.04686,-55.1063,-55.1063,-1.07487e-005,-162.519,-107.487,-55.0319
0.046865,-55.0785,-55.0785,-1.07701e-005,-162.583,-107.709,-54.8745
0.04687,-55.0248,-55.0247,-1.07931e-005,-162.622,-107.93,-54.6916
0.046875,-54.9453,-54.9453,-1.08145e-005,-162.635,-108.151,-54.4836
