Time,Is,Ib1,Ib2,Vs,Vpc,Vline
0.043665,6.89759e-006,3.44613e-006,3.44791e-006,34.4797,34.4797,4.90137e-006
0.04367,6.49791e-006,3.24718e-006,3.24718e-006,32.4797,32.4797,4.49256e-006
0.043675,6.09646e-006,3.04556e-006,3.04645e-006,30.4747,30.4747,4.08994e-006
0.04368,5.69411e-006,2.84572e-006,2.84572e-006,28.4648,28.4648,3.67987e-006
0.043685,5.29088e-006,2.64411e-006,2.645e-006,26.4504,26.4504,3.27586e-006
0.04369,4.88676e-006,2.44249e-006,2.44249e-006,24.4319,24.4319,2.86497e-006
0.043695,4.48264e-006,2.24087e-006,2.24087e-006,22.4095,22.4095,2.45962e-006
0.0437,4.07852e-006,2.03748e-006,2.03748e-006,20.3835,20.3835,2.04826e-006
0.043705,3.67173e-006,1.83409e-006,1.83498e-006,18.3543,18.3543,1.64191e-006
0.04371,3.26583e-006,1.63158e-006,1.63158e-006,16.3223,16.3223,1.23035e-006
0.043715,2.85816e-006,1.4273e-006,1.4273e-006,14.2876,14.2876,8.22942e-007
0.04372,2.45048e-006,1.2248e-006,1.2248e-006,12.2507,12.2507,4.11671e-007
0.043725,2.04281e-006,1.02052e-006,1.02141e-006,10.2119,10.2119,3.77032e-009
0.04373,1.63469e-006,8.1668e-007,8.17124e-007,8.17146,8.17146,-4.07657e-007
0.043735,1.22657e-006,6.11955e-007,6.12399e-007,6.12973,6.12973,-8.15162e-007
0.04374,8.17568e-007,4.08118e-007,4.08562e-007,4.08702,4.08702,-1.22682e-006
0.043745,4.0945e-007,2.03837e-007,2.04281e-007,2.04367,2.04367,-1.63366e-006
0.04375,0,-4.44089e-010,0,-9.27818e-010,2.04407e-006,-2.045e-006
0.043755,-4.08562e-007,-2.04947e-007,-2.04281e-007,-2.04367,-2.04367,-2.45143e-006
0.04376,-8.17124e-007,-4.09228e-007,-4.08562e-007,-4.08702,-4.08702,-2.86171e-006
0.043765,-1.22569e-006,-6.13509e-007,-6.12843e-007,-6.12973,-6.12972,-3.26753e-006
0.04377,-1.63425e-006,-8.17679e-007,-8.17013e-007,-8.17146,-8.17146,-3.67677e-006
0.043775,-2.04248e-006,-1.02163e-006,-1.02096e-006,-10.2119,-10.2119,-4.08144e-006
0.04378,-2.45026e-006,-1.22552e-006,-1.22485e-006,-12.2507,-12.2507,-4.4896e-006
0.043785,-2.85771e-006,-1.42921e-006,-1.4285e-006,-14.2876,-14.2876,-4.89271e-006
0.04379,-3.26461e-006,-1.63269e-006,-1.63192e-006,-16.3223,-16.3223,-5.29973e-006
0.043795,-3.67117e-006,-1.83575e-006,-1.83509e-006,-18.3543,-18.3543,-5.70091e-006
0.0438,-4.07718e-006,-2.03881e-006,-2.03793e-006,-20.3835,-20.3835,-6.10624e-006
0.043805,-4.48219e-006,-2.24132e-006,-2.24043e-006,-22.4095,-22.4095,-6.50572e-006
0.04381,-4.88676e-006,-2.44382e-006,-2.44293e-006,-24.4319,-24.4319,-6.90889e-006
0.043815,-5.29088e-006,-2.64544e-006,-2.64455e-006,-26.4504,-26.4504,-7.30639e-006
0.04382,-5.69411e-006,-2.84661e-006,-2.84572e-006,-28.4648,-28.4648,-7.70706e-006
0.043825,-6.09557e-006,-3.04778e-006,-3.0469e-006,-30.4747,-30.4747,-8.10267e-006
0.04383,-6.49658e-006,-3.24807e-006,-3.24762e-006,-32.4797,-32.4797,-8.50022e-006
0.043835,-6.89671e-006,-3.44835e-006,-3.44746e-006,-34.4797,-34.4797,-8.8938e-006
0.04384,-7.2955e-006,-3.64775e-006,-3.64686e-006,-36.4742,-36.4742,-9.2883e-006
0.043845,-7.6934e-006,-3.8467e-006,-3.84581e-006,-38.4629,-38.4629,-9.67897e-006
0.04385,-8.09042e-006,-4.04476e-006,-4.04388e-006,-40.4456,-40.4456,-1.00705e-005
0.043855,-8.48566e-006,-4.24194e-006,-4.24105e-006,-42.4218,-42.4218,-1.04582e-005
0.04386,-8.88001e-006,-4.43912e-006,-4.43823e-006,-44.3914,-44.3914,-1.08464e-005
0.043865,-9.27169e-006,-4.6354e-006,-4.63451e-006,-46.354,-46.354,-1.12307e-005
0.04387,-9.66338e-006,-4.8308e-006,-4.82991e-006,-48.3092,-48.3092,-1.16154e-005
0.043875,-1.00524e-005,-5.0262e-006,-5.02531e-006,-50.2568,-50.2568,-1.19961e-005
0.04388,-1.04414e-005,-5.21982e-006,-5.21894e-006,-52.1965,-52.1965,-1.23771e-005
0.043885,-1.08269e-005,-5.41256e-006,-5.41078e-006,-54.128,-54.1279,-1.27539e-005
0.04389,-1.12106e-005,-5.60529e-006,-5.60441e-006,-56.0509,-56.0508,-1.31311e-005
0.043895,-1.15934e-005,-5.79714e-006,-5.79625e-006,-57.9649,-57.9649,-1.35038e-005
0.0439,-1.19762e-005,-5.98632e-006,-5.98455e-006,-59.8698,-59.8698,-1.38765e-005
0.043905,-1.23546e-005,-6.17639e-006,-6.17639e-006,-61.7652,-61.7652,-1.42452e-005
0.04391,-1.27311e-005,-6.36469e-006,-6.36291e-006,-63.6509,-63.6509,-1.46132e-005
0.043915,-1.3106e-005,-6.55298e-006,-6.5512e-006,-65.5265,-65.5265,-1.49776e-005
0.04392,-1.34808e-005,-6.7395e-006,-6.73772e-006,-67.3918,-67.3918,-1.53407e-005
0.043925,-1.38503e-005,-6.92602e-006,-6.92424e-006,-69.2464,-69.2464,-1.57004e-005
0.04393,-1.42197e-005,-7.10898e-006,-7.1072e-006,-71.0901,-71.0901,-1.60586e-005
0.043935,-1.45874e-005,-7.29194e-006,-7.29017e-006,-72.9226,-72.9226,-1.64135e-005
0.04394,-1.49516e-005,-7.47491e-006,-7.47313e-006,-74.7436,-74.7436,-1.67661e-005
0.043945,-1.5314e-005,-7.65432e-006,-7.65255e-006,-76.5527,-76.5527,-1.71162e-005
0.04395,-1.5671e-005,-7.83551e-006,-7.83373e-006,-78.3498,-78.3498,-1.74631e-005
0.043955,-1.60298e-005,-8.01137e-006,-8.01137e-006,-80.1345,-80.1345,-1.7808e-005
0.04396,-1.63816e-005,-8.19078e-006,-8.18901e-006,-81.9065,-81.9065,-1.81491e-005
0.043965,-1.67351e-005,-8.36486e-006,-8.36486e-006,-83.6656,-83.6656,-1.84887e-005
0.04397,-1.7085e-005,-8.54072e-006,-8.53895e-006,-85.4115,-85.4115,-1.88238e-005
0.043975,-1.74332e-005,-8.71125e-006,-8.71125e-006,-87.144,-87.1439,-1.91573e-005
0.04398,-1.77742e-005,-8.88534e-006,-8.88534e-006,-88.8626,-88.8626,-1.94866e-005
0.043985,-1.81153e-005,-9.05764e-006,-9.05587e-006,-90.5672,-90.5672,-1.98141e-005
0.04399,-1.84546e-005,-9.22462e-006,-9.22462e-006,-92.2575,-92.2575,-2.0137e-005
0.043995,-1.87885e-005,-9.39337e-006,-9.39337e-006,-93.9333,-93.9333,-2.04582e-005
0.044,-1.91207e-005,-9.55858e-006,-9.5568e-006,-95.5942,-95.5942,-2.07751e-005
0.044005,-1.94493e-005,-9.72378e-006,-9.722e-006,-97.24,-97.24,-2.10893e-005
0.04401,-1.97762e-005,-9.8872e-006,-9.88543e-006,-98.8705,-98.8705,-2.13995e-005
0.044015,-0.199532,-0.199522,-9.89253e-006,-100.485,-98.9409,-1.54416
0.04402,-0.650756,-0.650746,-9.88898e-006,-102.084,-98.8941,-3.1902
0.044025,-1.26043,-1.26042,-9.88365e-006,-103.667,-98.8495,-4.8177
0.04403,-2.05335,-2.05334,-9.8801e-006,-105.234,-98.8084,-6.42531
0.044035,-2.99249,-2.99248,-9.87654e-006,-106.784,-98.7716,-8.01194
0.04404,-4.04737,-4.04736,-9.87299e-006,-108.317,-98.7398,-9.57671
0.044045,-5.1929,-5.19289,-9.87077e-006,-109.832,-98.7136,-11.1189
0.04405,-6.40843,-6.40842,-9.86855e-006,-111.331,-98.6933,-12.6377
0.044055,-7.67695,-7.67694,-9.86766e-006,-112.812,-98.6792,-14.1328
0.04406,-8.98445,-8.98444,-9.86633e-006,-114.275,-98.6715,-15.6036
0.044065,-10.3194,-10.3194,-9.86677e-006,-115.72,-98.6705,-17.0498
0.04407,-11.6723,-11.6723,-9.86677e-006,-117.147,-98.6761,-18.471
0.044075,-13.0353,-13.0353,-9.86811e-006,-118.555,-98.6886,-19.8669
0.04408,-14.402,-14.402,-9.87033e-006,-119.945,-98.7079,-21.2372
0.044085,-15.767,-15.767,-9.87299e-006,-121.316,-98.734,-22.5818
0.04409,-17.126,-17.1259,-9.8761e-006,-122.667,-98.7669,-23.9005
0.044095,-18.4752,-18.4752,-9.87965e-006,-124,-98.8065,-25.193
0.0441,-19.8117,-19.8117,-9.88498e-006,-125.312,-98.8528,-26.4593
0.044105,-21.1331,-21.1331,-9.88987e-006,-126.605,-98.9058,-27.6991
0.04411,-22.4372,-22.4372,-9.89564e-006,-127.878,-98.9653,-28.9124
0.044115,-23.7224,-23.7224,-9.9023e-006,-129.13,-99.0312,-30.0991
0.04412,-24.9872,-24.9872,-9.91029e-006,-130.362,-99.1035,-31.259
0.044125,-26.2306,-26.2306,-9.91696e-006,-131.574,-99.182,-32.3922
0.04413,-27.4514,-27.4514,-9.92539e-006,-132.765,-99.2666,-33.4984
0.044135,-28.649,-28.649,-9.93516e-006,-133.935,-99.3572,-34.5776
0.04414,-29.8226,-29.8226,-9.94493e-006,-135.084,-99.4537,-35.6299
0.044145,-30.9717,-30.9716,-9.9547e-006,-136.211,-99.556,-36.655
0.04415,-32.0957,-32.0957,-9.96536e-006,-137.317,-99.6639,-37.653
0.044155,-33.1944,-33.1944,-9.97691e-006,-138.401,-99.7773,-38.6239
0.04416,-34.2674,-34.2673,-9.98934e-006,-139.463,-99.896,-39.5675
0.044165,-35.3143,-35.3143,-1.00018e-005,-140.504,-100.02,-40.4838
0.04417,-36.335,-36.335,-1.00147e-005,-141.522,-100.149,-41.3728
0.044175,-37.3293,-37.3293,-1.00275e-005,-142.518,-100.283,-42.2346
0.04418,-38.297,-38.297,-1.00417e-005,-143.491,-100.422,-43.0689
0.044185,-39.238,-39.238,-1.0056e-005,-144.442,-100.566,-43.876
0.04419,-40.1522,-40.1522,-1.00711e-005,-145.37,-100.714,-44.6556
0.044195,-41.0394,-41.0394,-1.00857e-005,-146.274,-100.867,-45.4079
0.0442,-41.8995,-41.8995,-1.01021e-005,-147.156,-101.023,-46.1327
0.044205,-42.7326,-42.7326,-1.01181e-005,-148.015,-101.184,-46.8302
0.04421,-43.5386,-43.5385,-1.0135e-005,-148.85,-101.35,-47.5003
0.044215,-44.3173,-44.3173,-1.0151e-005,-149.662,-101.518,-48.143
0.04422,-45.0688,-45.0688,-1.01688e-005,-150.45,-101.691,-48.7584
0.044225,-45.7931,-45.7931,-1.01861e-005,-151.214,-101.867,-49.3464
0.04423,-46.4901,-46.4901,-1.02043e-005,-151.954,-102.047,-49.907
0.044235,-47.1599,-47.1599,-1.02229e-005,-152.671,-102.23,-50.4403
0.04424,-47.8023,-47.8023,-1.02416e-005,-153.363,-102.417,-50.9463
0.044245,-48.4175,-48.4175,-1.02602e-005,-154.031,-102.606,-51.4251
0.04425,-49.0054,-49.0054,-1.02789e-005,-154.675,-102.798,-51.8766
0.044255,-49.566,-49.566,-1.02984e-005,-155.294,-102.993,-52.3009
0.04426,-50.0994,-50.0993,-1.03184e-005,-155.889,-103.191,-52.6981
0.044265,-50.6055,-50.6055,-1.03384e-005,-156.459,-103.391,-53.0682
0.04427,-51.0844,-51.0844,-1.03588e-005,-157.004,-103.593,-53.4111
0.044275,-51.5362,-51.5362,-1.03793e-005,-157.525,-103.798,-53.7271
0.04428,-51.9608,-51.9608,-1.03997e-005,-158.021,-104.005,-54.0161
0.044285,-52.3583,-52.3583,-1.0421e-005,-158.492,-104.214,-54.2782
0.04429,-52.7288,-52.7288,-1.04414e-005,-158.938,-104.424,-54.5134
0.044295,-53.0722,-53.0722,-1.04627e-005,-159.358,-104.636,-54.7219
0.0443,-53.3887,-53.3887,-1.04849e-005,-159.754,-104.85,-54.9037
0.044305,-53.6782,-53.6782,-1.05054e-005,-160.124,-105.065,-55.0588
0.04431,-53.941,-53.9409,-1.05285e-005,-160.469,-105.282,-55.1874
0.044315,-54.1769,-54.1769,-1.05498e-005,-160.789,-105.499,-55.2895
0.04432,-54.386,-54.386,-1.05711e-005,-161.083,-105.718,-55.3652
0.044325,-54.5686,-54.5686,-1.05924e-005,-161.352,-105.938,-55.4146
0.04433,-54.7245,-54.7245,-1.06155e-005,-161.596,-106.158,-55.4378
0.044335,-54.8539,-54.8539,-1.06377e-005,-161.813,-106.379,-55.4349
0.04434,-54.9569,-54.9569,-1.06599e-005,-162.006,-106.6,-55.4059
0.044345,-55.0336,-55.0336,-1.06821e-005,-162.172,-106.821,-55.351
0.04435,-55.0839,-55.0839,-1.07034e-005,-162.314,-107.043,-55.2703
0.044355,-55.1082,-55.1082,-1.07265e-005,-162.429,-107.265,-55.1639
0.04436,-55.1063,-55.1063,-1.07478e-005,-162.519,-107.487,-55.0319
0.044365,-55.0785,-55.0785,-1.07709e-005,-162.583,-107.709,-54.8745
0.04437,-55.0248,-55.0247,-1.07923e-005,-162.622,-107.93,-54.6916
0.044375,-54.9453,-54.9453,-1.08145e-005,-162.635,-108.151,-54.4836
0.04438,-66.1386,-4.3241e-006,-66.1386,-162.622,-43.2394,-119.382
0.044385,-75.3408,-4.34985e-006,-75.3408,-162.583,-43.4969,-119.086
0.04439,-83.2625,-4.37872e-006,-83.2625,-162.519,-43.7845,-118.734
0.044395,-89.6745,-4.41069e-006,-89.6745,-162.429,-44.1072,-118.322
0.0444,-94.8407,-4.44622e-006,-94.8407,-162.314,-44.458,-117.856
0.044405,-98.9785,-4.48352e-006,-98.9785,-162.172,-44.8311,-117.341
0.04441,-102.267,-4.52216e-006,-102.267,-162.006,-45.2218,-116.784
0.044415,-104.852,-4.56257e-006,-104.852,-161.813,-45.6262,-116.187
0.04442,-106.855,-4.60432e-006,-106.855,-161.596,-46.0411,-115.554
0.044425,-108.376,-4.64651e-006,-108.376,-161.352,-46.4637,-114.888
0.04443,-109.497,-4.68958e-006,-109.497,-161.083,-46.8918,-114.191
0.044435,-110.285,-4.73221e-006,-110.285,-160.789,-47.3236,-113.465
0.04444,-110.794,-4.77618e-006,-110.794,-160.469,-47.7576,-112.712
0.044445,-111.072,-4.8197e-006,-111.072,-160.124,-48.1924,-111.932
0.04445,-111.155,-4.86322e-006,-111.155,-159.754,-48.6271,-111.127
0.044455,-111.075,-4.9063e-006,-111.075,-159.358,-49.0607,-110.298
0.04446,-110.856,-4.94982e-006,-110.856,-158.938,-49.4924,-109.445
0.044465,-110.52,-4.99201e-006,-110.52,-158.492,-49.9217,-108.57
0.04447,-110.084,-5.03508e-006,-110.084,-158.021,-50.348,-107.673
0.044475,-109.562,-5.07772e-006,-109.562,-157.525,-50.7708,-106.754
0.04448,-108.966,-5.11857e-006,-108.966,-157.004,-51.1898,-105.815
0.044485,-108.306,-5.1612e-006,-108.306,-156.459,-51.6045,-104.854
0.04449,-107.589,-5.20206e-006,-107.589,-155.889,-52.0148,-103.874
0.044495,-106.823,-5.24292e-006,-106.823,-155.294,-52.4204,-102.874
0.0445,-106.012,-5.282e-006,-106.012,-154.675,-52.821,-101.854
0.044505,-105.161,-5.32197e-006,-105.161,-154.031,-53.2165,-100.814
0.04451,-104.275,-5.36104e-006,-104.275,-153.363,-53.6067,-99.7562
0.044515,-103.355,-5.39924e-006,-103.355,-152.671,-53.9913,-98.6792
0.04452,-102.406,-5.43743e-006,-102.406,-151.954,-54.3704,-97.5838
0.044525,-101.428,-5.47473e-006,-101.428,-151.214,-54.7436,-96.4702
0.04453,-100.423,-5.51115e-006,-100.423,-150.45,-55.111,-95.3385
0.044535,-99.3944,-5.54756e-006,-99.3944,-149.662,-55.4724,-94.1891
0.04454,-98.3419,-5.5822e-006,-98.3419,-148.85,-55.8277,-93.0222
0.044545,-97.267,-5.61773e-006,-97.267,-148.015,-56.1768,-91.8379
0.04455,-96.1707,-5.65237e-006,-96.1707,-147.156,-56.5196,-90.6366
0.044555,-95.0537,-5.68612e-006,-95.0537,-146.274,-56.856,-89.4184
0.04456,-93.9169,-5.71898e-006,-93.9169,-145.37,-57.1859,-88.1836
0.044565,-92.7607,-5.75096e-006,-92.7607,-144.442,-57.5093,-86.9324
0.04457,-91.5858,-5.78293e-006,-91.5858,-143.491,-57.826,-85.665
0.044575,-90.3926,-5.81313e-006,-90.3926,-142.518,-58.1361,-84.3817
0.04458,-89.1816,-5.84421e-006,-89.1816,-141.522,-58.4394,-83.0826
0.044585,-87.9532,-5.87441e-006,-87.9532,-140.504,-58.7358,-81.768
0.04459,-86.7077,-5.90283e-006,-86.7077,-139.463,-59.0253,-80.4382
0.044595,-85.4456,-5.93037e-006,-85.4456,-138.401,-59.3078,-79.0933
0.0446,-84.167,-5.95879e-006,-84.167,-137.317,-59.5833,-77.7336
0.044605,-82.8724,-5.98543e-006,-82.8724,-136.211,-59.8516,-76.3594
0.04461,-81.562,-6.01119e-006,-81.5619,-135.084,-60.1128,-74.9708
0.044615,-80.2361,-6.03695e-006,-80.236,-133.935,-60.3667,-73.5681
0.04462,-78.8949,-6.06093e-006,-78.8949,-132.765,-60.6134,-72.1516
0.044625,-77.5389,-6.08491e-006,-77.5389,-131.574,-60.8526,-70.7215
0.04463,-76.1681,-6.10889e-006,-76.1681,-130.362,-61.0845,-69.278
0.044635,-74.7829,-6.1311e-006,-74.7829,-129.13,-61.3089,-67.8213
0.04464,-73.3836,-6.1533e-006,-73.3836,-127.878,-61.5258,-66.3518
0.044645,-71.9704,-6.17373e-006,-71.9704,-126.605,-61.7352,-64.8697
0.04465,-70.5435,-6.19416e-006,-70.5435,-125.312,-61.9369,-63.3752
0.044655,-69.1032,-6.2137e-006,-69.1032,-124,-62.1309,-61.8686
0.04466,-67.6497,-6.23146e-006,-67.6497,-122.667,-62.3173,-60.3501
0.044665,-66.1834,-6.24922e-006,-66.1834,-121.316,-62.4959,-58.8199
0.04467,-64.7045,-6.2661e-006,-64.7045,-119.945,-62.6666,-57.2785
0.044675,-63.2132,-6.28386e-006,-63.2132,-118.555,-62.8296,-55.7259
0.04468,-61.7097,-6.29896e-006,-61.7097,-117.147,-62.9846,-54.1625
0.044685,-60.1944,-6.31406e-006,-60.1944,-115.72,-63.1317,-52.5885
0.04469,-58.6675,-6.32738e-006,-58.6675,-114.275,-63.2709,-51.0043
0.044695,-57.1292,-6.34159e-006,-57.1292,-112.812,-63.4021,-49.4099
0.0447,-55.5799,-6.35225e-006,-55.5799,-111.331,-63.5252,-47.8058
0.044705,-54.0198,-6.3638e-006,-54.0197,-109.832,-63.6402,-46.1922
0.04471,-52.449,-6.37357e-006,-52.449,-108.317,-63.7471,-44.5694
0.044715,-50.868,-6.38511e-006,-50.868,-106.784,-63.8459,-42.9376
0.04472,-49.277,-6.39311e-006,-49.277,-105.234,-63.9366,-41.2971
0.044725,-47.6762,-6.40199e-006,-47.6762,-103.667,-64.019,-39.6482
0.04473,-46.0659,-6.40998e-006,-46.0659,-102.084,-64.0932,-37.9911
0.044735,-44.4464,-6.4162e-006,-44.4464,-100.485,-64.1591,-36.3262
0.04474,-42.818,-6.42242e-006,-42.818,-98.8705,-64.2168,-34.6537
0.044745,-41.1808,-6.42597e-006,-41.1808,-97.24,-64.2662,-32.9738
0.04475,-39.5353,-6.4313e-006,-39.5353,-95.5942,-64.3072,-31.287
0.044755,-37.8816,-6.43396e-006,-37.8816,-93.9333,-64.3399,-29.5933
0.04476,-36.2201,-6.43663e-006,-36.2201,-92.2575,-64.3643,-27.8933
0.044765,-34.551,-6.43841e-006,-34.551,-90.5672,-64.3803,-26.187
0.04477,-32.8746,-6.43841e-006,-32.8746,-88.8626,-64.3878,-24.4748
0.044775,-31.1912,-6.43841e-006,-31.1912,-87.144,-64.387,-22.757
0.04478,-29.5011,-6.43752e-006,-29.5011,-85.4115,-64.3777,-21.0338
0.044785,-27.8045,-6.43663e-006,-27.8045,-83.6656,-64.36,-19.3056
0.04479,-26.1017,-6.43219e-006,-26.1017,-81.9065,-64.3339,-17.5727
0.044795,-24.393,-6.43041e-006,-24.393,-80.1345,-64.2993,-15.8352
0.0448,-22.6787,-6.42597e-006,-22.6787,-78.3498,-64.2562,-14.0936
0.044805,-20.9591,-6.42064e-006,-20.9591,-76.5527,-64.2047,-12.348
0.04481,-19.2344,-6.41531e-006,-19.2344,-74.7436,-64.1447,-10.5989
0.044815,-17.505,-6.40821e-006,-17.505,-72.9226,-64.0762,-8.84641
0.04482,-15.7711,-6.40021e-006,-15.7711,-71.0901,-63.9992,-7.09089
0.044825,-14.0331,-6.39222e-006,-14.0331,-69.2464,-63.9138,-5.33263
0.04483,-12.2911,-6.38067e-006,-12.2911,-67.3918,-63.8199,-3.57191
0.044835,-10.5455,-6.37179e-006,-10.5455,-65.5265,-63.7175,-1.80902
0.04484,-8.79664,-6.36113e-006,-8.79664,-63.6509,-63.6066,-0.0442606
0.044845,-7.04472,-6.3487e-006,-7.04472,-61.7652,-63.4873,1.72209
0.04485,-5.29006,-6.33626e-006,-5.29006,-59.8698,-63.3595,3.48973
0.044855,-3.53295,-6.32205e-006,-3.53295,-57.9649,-63.2233,5.25837
0.04486,-1.77368,-6.30695e-006,-1.77367,-56.0509,-63.0786,7.02772
0.044865,-0.0125367,-6.29274e-006,-0.0125304,-54.128,-62.9255,8.7975
0.04487,-1.04405e-005,-5.21982e-006,-5.21894e-006,-52.1965,-52.1965,-8.25615e-006
0.044875,-1.00533e-005,-5.02531e-006,-5.02443e-006,-50.2568,-50.2568,-8.11065e-006
0.04488,-9.66338e-006,-4.8308e-006,-4.82991e-006,-48.3092,-48.3092,-7.70944e-006
0.044885,-9.27258e-006,-4.6354e-006,-4.63451e-006,-46.354,-46.354,-7.31448e-006
0.04489,-8.87912e-006,-4.43912e-006,-4.43823e-006,-44.3914,-44.3914,-6.91104e-006
0.044895,-8.48566e-006,-4.24194e-006,-4.24105e-006,-42.4218,-42.4218,-6.51418e-006
0.0449,-8.08953e-006,-4.04476e-006,-4.04388e-006,-40.4456,-40.4456,-6.10823e-006
0.044905,-7.6934e-006,-3.8467e-006,-3.84581e-006,-38.4629,-38.4629,-5.70941e-006
0.04491,-7.2955e-006,-3.64775e-006,-3.64686e-006,-36.4742,-36.4742,-5.30171e-006
0.044915,-6.89671e-006,-3.44835e-006,-3.44746e-006,-34.4797,-34.4797,-4.90126e-006
0.04492,-6.49703e-006,-3.24762e-006,-3.24674e-006,-32.4797,-32.4797,-4.49166e-006
0.044925,-6.09557e-006,-3.04778e-006,-3.0469e-006,-30.4747,-30.4747,-4.0899e-006
0.04493,-5.69367e-006,-2.84661e-006,-2.84617e-006,-28.4648,-28.4648,-3.67903e-006
0.044935,-5.29088e-006,-2.645e-006,-2.64455e-006,-26.4504,-26.4504,-3.27588e-006
0.04494,-4.8872e-006,-2.44338e-006,-2.44249e-006,-24.4319,-24.4319,-2.8639e-006
0.044945,-4.48241e-006,-2.24132e-006,-2.24043e-006,-22.4095,-22.4095,-2.45998e-006
0.04495,-4.07718e-006,-2.03859e-006,-2.03793e-006,-20.3835,-20.3835,-2.04696e-006
0.044955,-3.67129e-006,-1.83575e-006,-1.83498e-006,-18.3543,-18.3543,-1.64235e-006
0.04496,-3.26461e-006,-1.63269e-006,-1.63192e-006,-16.3223,-16.3223,-1.22885e-006
0.044965,-2.85773e-006,-1.4292e-006,-1.42848e-006,-14.2876,-14.2876,-8.23568e-007
0.04497,-2.45026e-006,-1.22555e-006,-1.22485e-006,-12.2507,-12.2507,-4.1009e-007
0.044975,-2.04242e-006,-1.02168e-006,-1.02102e-006,-10.2119,-10.2119,-4.43789e-009
0.04498,-1.63436e-006,-8.17679e-007,-8.17013e-007,-8.17146,-8.17146,4.09298e-007
0.044985,-1.22613e-006,-6.13509e-007,-6.12843e-007,-6.12973,-6.12973,8.14569e-007
0.04499,-8.17346e-007,-4.09228e-007,-4.08562e-007,-4.08702,-4.08702,1.22822e-006
0.044995,-4.08562e-007,-2.05169e-007,-2.04725e-007,-2.04367,-2.04367,1.63333e-006
0.045,0,-4.44089e-010,0,7.61971e-010,-2.04552e-006,2.04628e-006
0.045005,4.08562e-007,2.03837e-007,2.04281e-007,2.04367,2.04367,2.45085e-006
0.04501,8.18012e-007,4.08118e-007,4.08562e-007,4.08702,4.08702,2.86335e-006
0.045015,1.22657e-006,6.11955e-007,6.12399e-007,6.12973,6.12972,3.26681e-006
0.04502,1.63469e-006,8.1668e-007,8.17124e-007,8.17146,8.17146,3.67839e-006
0.045025,2.04192e-006,1.02052e-006,1.02141e-006,10.2119,10.2119,4.0808e-006
0.04503,2.45048e-006,1.22391e-006,1.2248e-006,12.2507,12.2507,4.49115e-006
0.045035,2.85816e-006,1.42819e-006,1.42819e-006,14.2876,14.2876,4.8923e-006
0.04504,3.26583e-006,1.6307e-006,1.63158e-006,16.3223,16.3223,5.30095e-006
0.045045,3.67173e-006,1.83498e-006,1.83498e-006,18.3543,18.3543,5.70076e-006
0.04505,4.07763e-006,2.03748e-006,2.03837e-006,20.3835,20.3835,6.10729e-006
0.045055,4.48175e-006,2.23999e-006,2.24087e-006,22.4095,22.4095,6.50563e-006
0.04506,4.88765e-006,2.4416e-006,2.4416e-006,24.4319,24.4319,6.90999e-006
0.045065,5.29088e-006,2.64411e-006,2.64411e-006,26.4504,26.4504,7.30634e-006
0.04507,5.69411e-006,2.84484e-006,2.84572e-006,28.4648,28.4648,7.70817e-006
0.045075,6.09557e-006,3.04734e-006,3.04734e-006,30.4747,30.4747,8.10236e-006
0.04508,6.49791e-006,3.24718e-006,3.24718e-006,32.4797,32.4797,8.50166e-006
0.045085,6.89759e-006,3.44613e-006,3.44613e-006,34.4797,34.4797,8.89312e-006
0.04509,7.29727e-006,3.64686e-006,3.64686e-006,36.4742,36.4742,9.28993e-006
0.045095,7.6934e-006,3.84404e-006,3.84581e-006,38.4629,38.4629,9.67831e-006
0.0451,8.09131e-006,4.04299e-006,4.04299e-006,40.4456,40.4456,1.00722e-005
0.045105,8.48566e-006,4.24194e-006,4.24194e-006,42.4218,42.4218,1.04575e-005
0.04511,8.88001e-006,4.43734e-006,4.43734e-006,44.3914,44.3914,1.0848e-005
0.045115,9.27258e-006,4.63451e-006,4.63451e-006,46.354,46.354,1.12301e-005
0.04512,9.66338e-006,4.82991e-006,4.82991e-006,48.3092,48.3092,1.1617e-005
0.045125,1.00524e-005,5.02531e-006,5.02531e-006,50.2568,50.2568,1.19955e-005
0.04513,1.04414e-005,5.21894e-006,5.21894e-006,52.1965,52.1965,1.23787e-005
0.045135,1.08269e-005,5.41256e-006,5.41256e-006,54.128,54.1279,1.27535e-005
0.04514,1.12124e-005,5.60441e-006,5.60441e-006,56.0509,56.0508,1.31325e-005
0.045145,1.15961e-005,5.7927e-006,5.7927e-006,57.9649,57.9649,1.35032e-005
0.04515,1.19762e-005,5.98632e-006,5.98632e-006,59.8698,59.8698,1.38782e-005
0.045155,1.23563e-005,6.17462e-006,6.17462e-006,61.7652,61.7652,1.42445e-005
0.04516,1.27329e-005,6.36291e-006,6.36291e-006,63.6509,63.6509,1.46149e-005
0.045165,1.31095e-005,6.5512e-006,6.5512e-006,65.5265,65.5265,1.49769e-005
0.04517,1.3479e-005,6.7395e-006,6.7395e-006,67.3918,67.3918,1.53424e-005
0.045175,1.3852e-005,6.92246e-006,6.92246e-006,69.2464,69.2464,1.56997e-005
0.04518,1.4218e-005,7.10898e-006,7.10898e-006,71.0901,71.0901,1.60603e-005
0.045185,1.45857e-005,7.29194e-006,7.29194e-006,72.9226,72.9226,1.64127e-005
