Time,I(L1),ILfilt,VA
0.0105756,58.2289,486.261,93.1758
0.0105757,62.8876,486.201,93.1773
0.0105757,67.5465,486.14,93.1787
0.0105758,72.2054,486.079,93.1802
0.0105758,76.8644,486.017,93.1816
0.0105759,81.5234,485.955,93.1831
0.0105759,86.1825,485.893,93.1845
0.010576,90.8417,485.83,93.186
0.010576,95.501,485.766,93.1874
0.0105761,100.16,485.702,93.1889
0.0105761,104.82,485.637,93.1903
0.0105762,109.479,485.572,93.1918
0.0105762,114.139,485.507,93.1932
0.0105763,118.798,485.441,93.1947
0.0105763,123.458,485.375,93.1961
0.0105764,128.118,485.308,93.1975
0.0105764,132.777,485.241,93.199
0.0105765,137.437,485.173,93.2004
0.0105765,142.097,485.106,93.2018
0.0105766,146.757,485.038,93.2033
0.0105766,151.417,484.969,93.2047
0.0105767,156.077,484.9,93.2061
0.0105767,160.738,484.831,93.2076
0.0105768,165.398,484.762,93.209
0.0105768,170.058,484.692,93.2104
0.0105769,174.719,484.622,93.2118
0.0105769,179.379,484.551,93.2133
0.010577,184.04,484.481,93.2147
0.010577,188.7,484.41,93.2161
0.0105771,193.361,484.339,93.2175
0.0105771,198.022,484.268,93.2189
0.0105772,202.683,484.196,93.2203
0.0105772,207.343,484.125,93.2218
0.0105773,212.004,484.053,93.2232
0.0105773,216.665,483.981,93.2246
0.0105774,221.326,483.909,93.226
0.0105774,225.988,483.836,93.2274
0.0105775,230.649,483.764,93.2288
0.0105775,235.31,483.691,93.2302
0.0105776,239.971,483.618,93.2316
0.0105776,244.633,483.546,93.233
0.0105777,249.294,483.473,93.2344
0.0105777,253.956,483.4,93.2358
0.0105778,258.617,483.326,93.2372
0.0105778,263.279,483.253,93.2386
0.0105779,267.941,483.18,93.24
0.0105779,272.603,483.107,93.2414
0.010578,277.265,483.034,93.2428
0.010578,281.926,482.96,93.2442
0.0105781,286.588,482.887,93.2456
0.0105781,291.25,482.814,93.2469
0.0105782,295.913,482.741,93.2483
0.0105782,300.575,482.668,93.2497
0.0105783,305.237,482.594,93.2511
0.0105783,309.899,482.521,93.2525
0.0105784,314.562,482.448,93.2539
0.0105784,319.224,482.375,93.2552
0.0105785,323.887,482.302,93.2566
0.0105785,328.549,482.23,93.258
0.0105786,333.212,482.157,93.2594
0.0105786,337.875,482.085,93.2607
0.0105787,342.537,482.012,93.2621
0.0105787,347.2,481.94,93.2635
0.0105788,351.863,481.868,93.2648
0.0105788,356.526,481.796,93.2662
0.0105789,361.189,481.724,93.2676
0.0105789,365.852,481.653,93.2689
0.010579,370.515,481.582,93.2703
0.010579,375.179,481.511,93.2717
0.0105791,379.842,481.44,93.273
0.0105791,384.505,481.369,93.2744
0.0105792,389.169,481.299,93.2757
0.0105792,393.832,481.229,93.2771
0.0105793,398.496,481.159,93.2784
0.0105793,403.159,481.089,93.2798
0.0105794,407.823,481.02,93.2811
0.0105794,412.487,480.951,93.2825
0.0105795,417.151,480.883,93.2838
0.0105795,421.814,480.815,93.2852
0.0105796,426.478,480.747,93.2865
0.0105796,431.142,480.679,93.2879
0.0105797,435.806,480.612,93.2892
0.0105797,440.471,480.545,93.2906
0.0105798,445.135,480.479,93.2919
0.0105798,449.799,480.413,93.2932
0.0105799,454.463,480.347,93.2946
0.0105799,459.128,480.282,93.2959
0.01058,463.792,480.217,93.2972
0.01058,468.457,480.153,93.2986
0.0105801,473.121,480.089,93.2999
0.0105801,477.786,480.025,93.3012
0.0105802,482.45,479.963,93.3025
0.0105802,487.115,479.9,93.3039
0.0105803,491.78,479.838,93.3052
0.0105803,496.445,479.777,93.3065
0.0105804,501.11,479.716,93.3078
0.0105804,505.775,479.655,93.3092
0.0105805,510.44,479.596,93.3105
0.0105805,515.105,479.536,93.3118
0.0105806,519.77,479.478,93.3131
0.0105806,524.435,479.42,93.3144
0.0105807,529.101,479.362,93.3157
0.0105807,533.766,479.305,93.317
0.0105808,538.431,479.249,93.3183
0.0105808,543.097,479.193,93.3197
0.0105809,547.762,479.138,93.321
0.0105809,552.428,479.084,93.3223
0.010581,557.094,479.03,93.3236
0.010581,561.759,478.977,93.3249
0.0105811,566.425,478.924,93.3262
0.0105811,571.091,478.872,93.3275
0.0105812,575.757,478.821,93.3288
0.0105812,580.423,478.771,93.3301
0.0105813,585.089,478.721,93.3314
0.0105813,589.755,478.673,93.3326
0.0105814,594.421,478.624,93.3339
0.0105814,599.087,478.577,93.3352
0.0105815,603.754,478.53,93.3365
0.0105815,608.42,478.485,93.3378
0.0105816,613.086,478.439,93.3391
0.0105816,617.753,478.395,93.3404
0.0105817,622.419,478.352,93.3417
0.0105817,627.086,478.309,93.3429
0.0105818,631.753,478.267,93.3442
0.0105818,636.419,478.226,93.3455
0.0105819,641.086,478.186,93.3468
0.0105819,645.753,478.147,93.348
0.010582,650.42,478.108,93.3493
0.010582,655.087,478.071,93.3506
0.0105821,659.754,478.034,93.3519
0.0105821,664.421,477.998,93.3531
0.0105822,669.088,477.963,93.3544
0.0105822,673.755,477.93,93.3557
0.0105823,678.422,477.897,93.3569
0.0105823,683.089,477.865,93.3582
0.0105824,687.757,477.833,93.3594
0.0105824,692.424,477.803,93.3607
0.0105825,697.092,477.774,93.362
0.0105825,701.759,477.746,93.3632
0.0105826,706.427,477.719,93.3645
0.0105826,711.094,477.693,93.3657
0.0105827,715.762,477.668,93.367
0.0105827,720.43,477.644,93.3682
0.0105828,725.098,477.62,93.3695
0.0105828,729.766,477.598,93.3707
0.0105829,734.433,477.578,93.372
0.0105829,739.101,477.558,93.3732
0.010583,743.77,477.539,93.3745
0.010583,748.438,477.521,93.3757
0.0105831,753.106,477.505,93.377
0.0105831,757.774,477.489,93.3782
0.0105832,762.442,477.475,93.3794
0.0105832,767.111,477.461,93.3807
0.0105833,771.779,477.449,93.3819
0.0105833,776.448,477.438,93.3831
0.0105834,781.116,477.429,93.3844
0.0105834,785.785,477.42,93.3856
0.0105835,790.453,477.413,93.3868
0.0105835,795.122,477.406,93.3881
0.0105836,799.791,477.401,93.3893
0.0105836,804.459,477.398,93.3905
0.0105837,809.128,477.395,93.3917
0.0105837,813.797,477.394,93.393
0.0105838,818.466,477.394,93.3942
0.0105838,823.135,477.395,93.3954
0.0105839,827.804,477.397,93.3966
0.0105839,832.473,477.401,93.3978
0.010584,837.143,477.406,93.399
0.010584,841.812,477.412,93.4003
0.0105841,846.481,477.42,93.4015
0.0105841,851.151,477.429,93.4027
0.0105842,855.82,477.439,93.4039
0.0105842,860.489,477.451,93.4051
0.0105843,865.159,477.464,93.4063
0.0105843,869.829,477.478,93.4075
0.0105844,874.498,477.494,93.4087
0.0105844,879.168,477.511,93.4099
0.0105845,883.838,477.529,93.4111
0.0105845,888.508,477.549,93.4123
0.0105846,893.177,477.57,93.4135
0.0105846,897.847,477.593,93.4147
0.0105847,902.517,477.617,93.4159
0.0105847,907.187,477.643,93.4171
0.0105848,911.857,477.67,93.4183
0.0105848,916.528,477.698,93.4195
0.0105849,921.198,477.728,93.4207
0.0105849,925.868,477.759,93.4218
0.010585,930.538,477.792,93.423
0.010585,935.209,477.827,93.4242
0.0105851,939.879,477.862,93.4254
0.0105851,944.55,477.9,93.4266
0.0105852,949.22,477.939,93.4277
0.0105852,953.891,477.979,93.4289
0.0105853,958.561,478.021,93.4301
0.0105853,963.232,478.065,93.4313
0.0105854,967.903,478.11,93.4324
0.0105854,972.574,478.157,93.4336
0.0105855,977.245,478.205,93.4348
0.0105855,981.916,478.255,93.436
0.0105856,986.586,478.307,93.4371
0.0105856,991.258,478.36,93.4383
0.0105857,995.929,478.415,93.4395
0.0105857,1000.6,478.471,93.4406
0.0105858,1005.27,478.529,93.4418
0.0105858,1009.94,478.589,93.4429
0.0105859,1014.61,478.65,93.4441
0.0105859,1019.28,478.713,93.4453
0.010586,1023.96,478.778,93.4464
0.010586,1028.63,478.845,93.4476
0.0105861,1033.3,478.913,93.4487
0.0105861,1037.97,478.983,93.4499
0.0105862,1042.64,479.054,93.451
0.0105862,1047.31,479.128,93.4522
0.0105863,1051.99,479.203,93.4533
0.0105863,1056.66,479.279,93.4545
0.0105864,1061.33,479.358,93.4556
0.0105864,1066,479.438,93.4567
0.0105865,1070.67,479.521,93.4579
0.0105865,1075.35,479.605,93.459
0.0105866,1080.02,479.69,93.4602
0.0105866,1084.69,479.778,93.4613
0.0105867,1089.36,479.867,93.4624
0.0105867,1094.03,479.958,93.4636
0.0105868,1098.71,480.051,93.4647
0.0105868,1103.38,480.146,93.4658
0.0105869,1108.05,480.243,93.467
0.0105869,1112.72,480.342,93.4681
0.010587,1117.4,480.442,93.4692
0.010587,1122.07,480.545,93.4703
0.0105871,1126.74,480.649,93.4715
0.0105871,1131.41,480.755,93.4726
0.0105872,1136.09,480.863,93.4737
0.0105872,1140.76,480.973,93.4748
0.0105873,1145.43,481.085,93.4759
0.0105873,1150.1,481.199,93.4771
0.0105874,1154.78,481.315,93.4782
0.0105874,1159.45,481.433,93.4793
0.0105875,1164.12,481.553,93.4804
0.0105875,1102.31,481.675,93.4815
0.0105876,1040.47,481.798,93.4826
0.0105876,978.622,481.924,93.4837
0.0105877,916.759,482.051,93.4848
0.0105877,854.88,482.179,93.4859
0.0105878,792.988,482.309,93.487
0.0105878,731.083,482.44,93.4881
0.0105879,669.167,482.572,93.4892
0.0105879,607.239,482.705,93.4903
0.010588,545.302,482.838,93.4914
0.010588,483.356,482.972,93.4925
0.0105881,421.403,483.106,93.4936
0.0105881,359.443,483.241,93.4947
0.0105882,297.478,483.376,93.4958
0.0105882,235.508,483.51,93.4969
0.0105883,188.815,483.644,93.498
0.0105883,142.52,483.778,93.4991
0.0105884,96.2233,483.912,93.5001
0.0105884,49.9256,484.044,93.5012
0.0105885,3.62744,484.176,93.5023
0.0105885,0,484.308,93.5034
0.0105886,0,484.438,93.5045
0.0105886,0,484.568,93.5055
0.0105887,0,484.696,93.5066
0.0105887,0,484.824,93.5077
0.0105888,0,484.951,93.5088
0.0105888,0,485.077,93.5098
0.0105889,0,485.202,93.5109
0.0105889,0,485.326,93.512
0.010589,0,485.449,93.513
0.010589,0,485.571,93.5141
0.0105891,0,485.693,93.5152
0.0105891,0,485.813,93.5162
0.0105892,0,485.933,93.5173
0.0105892,0,486.052,93.5183
0.0105893,0,486.169,93.5194
0.0105893,0,486.286,93.5205
0.0105894,0,486.403,93.5215
0.0105894,0,486.518,93.5226
0.0105895,0,486.632,93.5236
0.0105895,0,486.746,93.5247
0.0105896,0,486.858,93.5257
0.0105896,0,486.97,93.5268
0.0105897,0,487.081,93.5278
0.0105897,0,487.191,93.5289
0.0105898,0,487.3,93.5299
0.0105898,0,487.408,93.5309
0.0105899,0,487.515,93.532
0.0105899,0,487.622,93.533
0.01059,0,487.727,93.5341
0.01059,0,487.832,93.5351
0.0105901,0,487.936,93.5361
0.0105901,0,488.039,93.5372
0.0105902,0,488.141,93.5382
0.0105902,0,488.242,93.5392
0.0105903,0,488.342,93.5403
0.0105903,0,488.442,93.5413
0.0105904,0,488.54,93.5423
0.0105904,0,488.638,93.5433
0.0105905,0,488.735,93.5444
0.0105905,0,488.831,93.5454
0.0105906,0,488.926,93.5464
0.0105906,0,489.02,93.5474
0.0105907,0,489.113,93.5484
0.0105907,0,489.206,93.5494
0.0105908,0,489.297,93.5505
0.0105908,0,489.388,93.5515
0.0105909,0,489.478,93.5525
0.0105909,0,489.567,93.5535
0.010591,0,489.655,93.5545
0.010591,0,489.743,93.5555
0.0105911,0,489.829,93.5565
0.0105911,0,489.915,93.5575
0.0105912,0,489.999,93.5585
0.0105912,0,490.083,93.5595
0.0105913,0,490.166,93.5605
0.0105913,0,490.248,93.5615
0.0105914,0,490.33,93.5625
0.0105914,0,490.41,93.5635
0.0105915,0,490.49,93.5645
0.0105915,0,490.568,93.5655
0.0105916,0,490.646,93.5665
0.0105916,0,490.723,93.5675
0.0105917,0,490.799,93.5685
0.0105917,0,490.875,93.5694
0.0105918,0,490.949,93.5704
0.0105918,0,491.023,93.5714
0.0105919,0,491.096,93.5724
0.0105919,0,491.168,93.5734
0.010592,0,491.239,93.5743
0.010592,0,491.309,93.5753
0.0105921,0,491.378,93.5763
0.0105921,0,491.447,93.5773
0.0105922,0,491.515,93.5782
0.0105922,0,491.581,93.5792
0.0105923,0,491.647,93.5802
0.0105923,0,491.713,93.5812
0.0105924,0,491.777,93.5821
0.0105924,0,491.84,93.5831
0.0105925,0,491.903,93.584
0.0105925,0,491.965,93.585
0.0105926,0,492.026,93.586
0.0105926,0,492.086,93.5869
0.0105927,0,492.145,93.5879
0.0105927,0,492.204,93.5888
0.0105928,0,492.261,93.5898
0.0105928,0,492.318,93.5907
0.0105929,0,492.374,93.5917
0.0105929,0,492.429,93.5927
0.010593,0,492.483,93.5936
0.010593,0,492.537,93.5945
0.0105931,0,492.59,93.5955
0.0105931,0,492.641,93.5964
0.0105932,0,492.692,93.5974
0.0105932,0,492.742,93.5983
0.0105933,0,492.792,93.5993
0.0105933,0,492.84,93.6002
0.0105934,0,492.888,93.6011
0.0105934,0,492.935,93.6021
0.0105935,0,492.981,93.603
0.0105935,0,493.026,93.6039
0.0105936,0,493.07,93.6049
0.0105936,0,493.114,93.6058
0.0105937,0,493.156,93.6067
0.0105937,0,493.198,93.6077
0.0105938,0,493.239,93.6086
0.0105938,0,493.28,93.6095
0.0105939,0,493.319,93.6104
0.0105939,0,493.358,93.6113
0.010594,0,493.395,93.6123
0.010594,0,493.432,93.6132
0.0105941,0,493.469,93.6141
0.0105941,0,493.504,93.615
0.0105942,0,493.538,93.6159
0.0105942,0,493.572,93.6168
0.0105943,0,493.605,93.6177
0.0105943,0,493.637,93.6187
0.0105944,0,493.668,93.6196
0.0105944,0,493.699,93.6205
0.0105945,0,493.729,93.6214
0.0105945,0,493.757,93.6223
0.0105946,0,493.786,93.6232
0.0105946,0,493.813,93.6241
0.0105947,0,493.839,93.625
0.0105947,0,493.865,93.6259
0.0105948,0,493.89,93.6268
0.0105948,0,493.914,93.6277
0.0105949,0,493.937,93.6286
0.0105949,0,493.959,93.6294
0.010595,0,493.981,93.6303
0.010595,0,494.002,93.6312
0.0105951,0,494.022,93.6321
0.0105951,0,494.041,93.633
0.0105952,0,494.059,93.6339
0.0105952,0,494.077,93.6348
0.0105953,0,494.094,93.6356
0.0105953,0,494.11,93.6365
0.0105954,0,494.125,93.6374
0.0105954,0,494.139,93.6383
0.0105955,0,494.153,93.6391
0.0105955,0,494.166,93.64
0.0105956,0,494.178,93.6409
0.0105956,0,494.189,93.6418
0.0105957,0,494.199,93.6426
0.0105957,0,494.209,93.6435
0.0105958,0,494.218,93.6444
0.0105958,0,494.226,93.6452
0.0105959,0,494.233,93.6461
0.0105959,0,494.24,93.647
0.010596,0,494.246,93.6478
0.010596,0,494.251,93.6487
0.0105961,0,494.255,93.6495
0.0105961,0,494.258,93.6504
0.0105962,0,494.261,93.6512
0.0105962,0,494.262,93.6521
0.0105963,0,494.264,93.6529
0.0105963,0,494.264,93.6538
0.0105964,0,494.263,93.6546
0.0105964,0,494.262,93.6555
0.0105965,0,494.26,93.6563
0.0105965,0,494.257,93.6572
0.0105966,0,494.253,93.658
0.0105966,0,494.249,93.6589
0.0105967,0,494.244,93.6597
0.0105967,0,494.238,93.6605
0.0105968,0,494.231,93.6614
0.0105968,0,494.223,93.6622
0.0105969,0,494.215,93.663
0.0105969,0,494.206,93.6639
0.010597,0,494.196,93.6647
0.010597,0,494.186,93.6655
0.0105971,0,494.174,93.6664
0.0105971,0,494.162,93.6672
0.0105972,0,494.149,93.668
0.0105972,0,494.135,93.6688
0.0105973,0,494.121,93.6697
0.0105973,0,494.106,93.6705
0.0105974,0,494.09,93.6713
0.0105974,0,494.073,93.6721
0.0105975,0,494.055,93.6729
0.0105975,0,494.037,93.6737
0.0105976,0,494.018,93.6746
0.0105976,0,493.998,93.6754
0.0105977,0,493.978,93.6762
0.0105977,0,493.956,93.677
0.0105978,0,493.934,93.6778
0.0105978,0,493.912,93.6786
0.0105979,0,493.888,93.6794
0.0105979,0,493.864,93.6802
0.010598,0,493.839,93.681
0.010598,0,493.813,93.6818
0.0105981,0,493.786,93.6826
0.0105981,0,493.759,93.6834
0.0105982,0,493.731,93.6842
0.0105982,0,493.702,93.685
0.0105983,0,493.672,93.6858
0.0105983,0,493.642,93.6866
0.0105984,0,493.611,93.6874
0.0105984,0,493.579,93.6881
0.0105985,0,493.546,93.6889
0.0105985,0,493.513,93.6897
0.0105986,0,493.479,93.6905
0.0105986,0,493.444,93.6913
0.0105987,0,493.408,93.6921
0.0105987,0,493.372,93.6928
0.0105988,0,493.335,93.6936
0.0105988,0,493.297,93.6944
0.0105989,0,493.259,93.6952
0.0105989,0,493.219,93.6959
0.010599,0,493.179,93.6967
0.010599,0,493.139,93.6975
0.0105991,0,493.097,93.6982
0.0105991,0,493.055,93.699
0.0105992,0,493.012,93.6998
0.0105992,0,492.968,93.7005
0.0105993,0,492.924,93.7013
0.0105993,0,492.878,93.7021
0.0105994,0,492.833,93.7028
0.0105994,0,492.786,93.7036
0.0105995,0,492.739,93.7043
0.0105995,0,492.69,93.7051
0.0105996,0,492.642,93.7058
0.0105996,0,492.592,93.7066
0.0105997,0,492.542,93.7074
0.0105997,0,492.491,93.7081
0.0105998,0,492.439,93.7088
0.0105998,0,492.387,93.7096
0.0105999,0,492.333,93.7103
0.0105999,0,492.279,93.7111
0.0106,0,492.225,93.7118
0.0106,2.34281,492.169,93.7126
0.0106001,7.02846,492.113,93.7133
0.0106001,11.7141,492.057,93.714
0.0106002,16.3998,491.999,93.7148
0.0106002,21.0856,491.941,93.7155
0.0106003,25.7714,491.882,93.7162
0.0106003,30.4572,491.823,93.717
0.0106004,35.143,491.762,93.7177
0.0106004,39.8289,491.702,93.7184
0.0106005,44.5148,491.64,93.7192
0.0106005,49.2007,491.578,93.7199
0.0106006,53.8867,491.516,93.7206
0.0106006,58.5727,491.452,93.7213
0.0106007,63.2587,491.389,93.722
0.0106007,67.9448,491.324,93.7228
0.0106008,72.6309,491.259,93.7235
0.0106008,77.317,491.194,93.7242
0.0106009,82.0032,491.128,93.7249
0.0106009,86.6894,491.062,93.7256
0.010601,91.3756,490.995,93.7263
0.010601,96.0618,490.927,93.7271
0.0106011,100.748,490.859,93.7278
0.0106011,105.434,490.791,93.7285
0.0106012,110.121,490.722,93.7292
0.0106012,114.807,490.653,93.7299
0.0106013,119.494,490.583,93.7306
0.0106013,124.18,490.513,93.7313
0.0106014,128.866,490.442,93.732
0.0106014,133.553,490.371,93.7327
0.0106015,138.24,490.3,93.7334
0.0106015,142.926,490.229,93.7341
0.0106016,147.613,490.156,93.7348
0.0106016,152.299,490.084,93.7355
0.0106017,156.986,490.011,93.7362
0.0106017,161.673,489.938,93.7368
0.0106018,166.359,489.865,93.7375
0.0106018,171.046,489.791,93.7382
0.0106019,175.733,489.718,93.7389
0.0106019,180.42,489.643,93.7396
0.010602,185.107,489.569,93.7403
0.010602,189.793,489.494,93.741
0.0106021,194.48,489.419,93.7416
0.0106021,199.167,489.344,93.7423
0.0106022,203.854,489.269,93.743
0.0106022,208.541,489.193,93.7437
0.0106023,213.228,489.118,93.7443
0.0106023,217.915,489.042,93.745
0.0106024,222.602,488.966,93.7457
0.0106024,227.289,488.889,93.7463
0.0106025,231.977,488.813,93.747
0.0106025,236.664,488.737,93.7477
0.0106026,241.351,488.66,93.7483
0.0106026,246.038,488.583,93.749
0.0106027,250.725,488.506,93.7497
0.0106027,255.413,488.429,93.7503
0.0106028,260.1,488.352,93.751
0.0106028,264.787,488.275,93.7516
0.0106029,269.475,488.198,93.7523
0.0106029,274.162,488.121,93.753
0.010603,278.85,488.044,93.7536
0.010603,283.537,487.967,93.7543
0.0106031,288.224,487.89,93.7549
0.0106031,292.912,487.813,93.7556
0.0106032,297.599,487.736,93.7562
0.0106032,302.287,487.659,93.7569
0.0106033,306.975,487.581,93.7575
0.0106033,311.662,487.505,93.7581
0.0106034,316.35,487.428,93.7588
0.0106034,321.038,487.351,93.7594
0.0106035,325.725,487.274,93.7601
0.0106035,330.413,487.197,93.7607
0.0106036,335.101,487.121,93.7613
0.0106036,339.789,487.045,93.762
0.0106037,344.476,486.968,93.7626
0.0106037,349.164,486.892,93.7632
0.0106038,353.852,486.816,93.7639
0.0106038,358.54,486.741,93.7645
0.0106039,363.228,486.665,93.7651
0.0106039,367.916,486.59,93.7657
0.010604,372.604,486.514,93.7664
0.010604,377.292,486.44,93.767
0.0106041,381.98,486.365,93.7676
0.0106041,386.668,486.29,93.7682
0.0106042,391.356,486.216,93.7688
0.0106042,396.044,486.142,93.7695
0.0106043,400.732,486.069,93.7701
0.0106043,405.421,485.995,93.7707
0.0106044,410.109,485.922,93.7713
0.0106044,414.797,485.849,93.7719
0.0106045,419.485,485.777,93.7725
0.0106045,424.173,485.705,93.7731
0.0106046,428.862,485.633,93.7737
0.0106046,433.55,485.562,93.7743
0.0106047,438.238,485.491,93.7749
0.0106047,442.927,485.42,93.7755
0.0106048,447.615,485.35,93.7761
0.0106048,452.304,485.28,93.7767
0.0106049,456.992,485.21,93.7773
0.0106049,461.681,485.141,93.7779
0.010605,466.369,485.073,93.7785
0.010605,471.058,485.004,93.7791
0.0106051,475.746,484.937,93.7797
0.0106051,480.435,484.87,93.7803
0.0106052,485.123,484.803,93.7809
0.0106052,489.812,484.737,93.7815
0.0106053,494.501,484.671,93.782
0.0106053,499.189,484.606,93.7826
0.0106054,503.878,484.541,93.7832
0.0106054,508.567,484.477,93.7838
0.0106055,513.256,484.413,93.7844
0.0106055,517.944,484.35,93.7849
0.0106056,522.633,484.287,93.7855
0.0106056,527.322,484.225,93.7861
0.0106057,532.011,484.164,93.7867
0.0106057,536.7,484.103,93.7872
0.0106058,541.389,484.043,93.7878
0.0106058,546.078,483.984,93.7884
0.0106059,550.767,483.925,93.7889
0.0106059,555.456,483.867,93.7895
0.010606,560.145,483.809,93.7901
0.010606,564.834,483.752,93.7906
0.0106061,569.523,483.696,93.7912
0.0106061,574.212,483.641,93.7918
0.0106062,578.901,483.586,93.7923
0.0106062,583.59,483.532,93.7929
0.0106063,588.279,483.478,93.7934
0.0106063,592.968,483.426,93.794
0.0106064,597.657,483.374,93.7945
0.0106064,602.347,483.323,93.7951
0.0106065,607.036,483.272,93.7956
0.0106065,611.725,483.223,93.7962
0.0106066,616.414,483.174,93.7967
0.0106066,621.104,483.126,93.7973
0.0106067,625.793,483.079,93.7978
0.0106067,630.482,483.032,93.7984
0.0106068,635.172,482.987,93.7989
0.0106068,639.861,482.942,93.7994
0.0106069,644.551,482.898,93.8
0.0106069,649.24,482.855,93.8005
0.010607,653.93,482.813,93.801
0.010607,658.619,482.772,93.8016
0.0106071,663.309,482.731,93.8021
0.0106071,667.998,482.692,93.8026
0.0106072,672.688,482.653,93.8032
0.0106072,677.377,482.616,93.8037
0.0106073,682.067,482.579,93.8042
0.0106073,686.757,482.544,93.8047
0.0106074,691.446,482.509,93.8053
0.0106074,696.136,482.475,93.8058
0.0106075,700.826,482.442,93.8063
0.0106075,705.515,482.41,93.8068
0.0106076,710.205,482.38,93.8073
0.0106076,714.895,482.35,93.8079
0.0106077,719.585,482.321,93.8084
0.0106077,724.274,482.293,93.8089
0.0106078,728.964,482.267,93.8094
0.0106078,733.654,482.241,93.8099
0.0106079,738.344,482.217,93.8104
0.0106079,743.034,482.193,93.8109
0.010608,747.724,482.171,93.8114
0.010608,752.414,482.15,93.8119
0.0106081,757.104,482.129,93.8124
0.0106081,761.794,482.11,93.8129
0.0106082,766.484,482.092,93.8134
0.0106082,771.174,482.076,93.8139
0.0106083,775.864,482.06,93.8144
0.0106083,780.554,482.045,93.8149
0.0106084,785.244,482.032,93.8154
0.0106084,789.934,482.02,93.8159
0.0106085,794.624,482.009,93.8164
0.0106085,799.314,481.999,93.8169
0.0106086,804.004,481.991,93.8174
0.0106086,808.695,481.984,93.8178
0.0106087,813.385,481.977,93.8183
0.0106087,818.075,481.973,93.8188
0.0106088,822.765,481.969,93.8193
0.0106088,827.455,481.967,93.8198
0.0106089,832.146,481.966,93.8202
0.0106089,836.836,481.966,93.8207
0.010609,841.526,481.968,93.8212
0.010609,846.217,481.97,93.8217
0.0106091,850.907,481.975,93.8221
0.0106091,855.597,481.98,93.8226
0.0106092,860.288,481.987,93.8231
0.0106092,864.978,481.995,93.8236
0.0106093,869.669,482.005,93.824
0.0106093,874.359,482.016,93.8245
0.0106094,879.05,482.028,93.8249
0.0106094,883.74,482.042,93.8254
0.0106095,888.431,482.057,93.8259
0.0106095,893.121,482.073,93.8263
0.0106096,897.812,482.091,93.8268
0.0106096,902.502,482.11,93.8272
0.0106097,907.193,482.131,93.8277
0.0106097,911.883,482.153,93.8281
0.0106098,916.574,482.177,93.8286
0.0106098,921.265,482.202,93.829
0.0106099,925.955,482.229,93.8295
0.0106099,930.646,482.257,93.8299
0.01061,935.337,482.286,93.8304
0.01061,940.028,482.317,93.8308
0.0106101,944.718,482.35,93.8313
0.0106101,949.409,482.384,93.8317
0.0106102,954.1,482.42,93.8322
0.0106102,958.791,482.457,93.8326
0.0106103,963.481,482.496,93.833
0.0106103,968.172,482.536,93.8335
0.0106104,972.863,482.578,93.8339
0.0106104,977.554,482.622,93.8343
0.0106105,982.245,482.667,93.8348
0.0106105,986.936,482.713,93.8352
0.0106106,991.627,482.762,93.8356
0.0106106,996.318,482.812,93.836
0.0106107,1001.01,482.863,93.8365
0.0106107,1005.7,482.917,93.8369
0.0106108,1010.39,482.971,93.8373
0.0106108,1015.08,483.028,93.8377
0.0106109,1019.77,483.086,93.8382
0.0106109,1024.46,483.146,93.8386
0.010611,1029.15,483.208,93.839
0.010611,1033.85,483.271,93.8394
0.0106111,1038.54,483.336,93.8398
0.0106111,1043.23,483.403,93.8402
0.0106112,1047.92,483.472,93.8406
0.0106112,1052.61,483.542,93.841
0.0106113,1057.3,483.614,93.8415
0.0106113,1061.99,483.688,93.8419
0.0106114,1066.68,483.763,93.8423
0.0106114,1071.37,483.84,93.8427
0.0106115,1076.07,483.919,93.8431
0.0106115,1080.76,484,93.8435
0.0106116,1085.45,484.083,93.8439
0.0106116,1090.14,484.168,93.8443
0.0106117,1094.83,484.254,93.8447
0.0106117,1099.52,484.342,93.845
0.0106118,1104.21,484.432,93.8454
0.0106118,1108.9,484.524,93.8458
0.0106119,1113.6,484.618,93.8462
0.0106119,1118.29,484.714,93.8466
0.010612,1122.98,484.811,93.847
0.010612,1127.67,484.911,93.8474
0.0106121,1132.36,485.012,93.8478
0.0106121,1137.05,485.115,93.8481
0.0106122,1141.74,485.221,93.8485
0.0106122,1146.44,485.328,93.8489
0.0106123,1151.13,485.437,93.8493
0.0106123,1155.82,485.548,93.8497
0.0106124,1160.51,485.661,93.85
0.0106124,1165.2,485.776,93.8504
0.0106125,1169.89,485.893,93.8508
0.0106125,1108.08,486.012,93.8511
0.0106126,1046.24,486.133,93.8515
0.0106126,984.395,486.255,93.8519
0.0106127,922.532,486.38,93.8522
0.0106127,860.654,486.505,93.8526
0.0106128,798.762,486.632,93.853
0.0106128,736.857,486.76,93.8533
0.0106129,674.94,486.89,93.8537
0.0106129,613.013,487.02,93.854
0.010613,551.075,487.15,93.8544
0.010613,489.129,487.282,93.8548
0.0106131,427.175,487.413,93.8551
0.0106131,365.214,487.545,93.8555
0.0106132,303.248,487.677,93.8558
0.0106132,241.277,487.809,93.8562
0.0106133,179.303,487.94,93.8565
0.0106133,117.325,488.071,93.8569
0.0106134,66.4919,488.202,93.8572
0.0106134,20.0666,488.332,93.8575
0.0106135,0,488.461,93.8579
0.0106135,0,488.59,93.8582
0.0106136,0,488.717,93.8586
0.0106136,0,488.844,93.8589
0.0106137,0,488.969,93.8592
0.0106137,0,489.094,93.8596
