Time,I(L1),ILfilt,VA
0.0100001,0.00132641,-41.3081,0.0235989
0.0100001,0.00279998,-41.249,0.0353984
0.0100002,0.00486285,-41.19,0.0471978
0.0100002,0.00751502,-41.1309,0.0589973
0.0100003,0.0107565,-41.0718,0.0707967
0.0100003,0.0145872,-41.0127,0.0825962
0.0100004,0.0190073,-40.9537,0.0943956
0.0100004,0.0240166,-40.8946,0.106195
0.0100005,0.0296152,-40.8355,0.117995
0.0100005,0.0358031,-40.7764,0.129794
0.0100006,0.0425803,-40.7173,0.141593
0.0100006,0.0499468,-40.6582,0.153393
0.0100007,0.0579026,-40.599,0.165192
0.0100007,0.0664477,-40.5399,0.176992
0.0100008,0.0755821,-40.4808,0.188791
0.0100008,0.0853057,-40.4217,0.200591
0.0100009,0.0956187,-40.3625,0.21239
0.0100009,0.106521,-40.3034,0.224189
0.010001,0.118012,-40.2442,0.235989
0.010001,0.130093,-40.1851,0.247788
0.0100011,0.142763,-40.1259,0.259588
0.0100011,0.156023,-40.0668,0.271387
0.0100012,0.169871,-40.0076,0.283187
0.0100012,0.184309,-39.9484,0.294986
0.0100013,0.199337,-39.8893,0.306785
0.0100013,0.214953,-39.8301,0.318585
0.0100014,0.231159,-39.7709,0.330384
0.0100014,0.247954,-39.7117,0.342184
0.0100015,0.265338,-39.6526,0.353983
0.0100015,0.283312,-39.5934,0.365782
0.0100016,0.301875,-39.5342,0.377582
0.0100016,0.321027,-39.475,0.389381
0.0100017,0.340768,-39.4158,0.40118
0.0100017,0.361099,-39.3566,0.41298
0.0100018,0.382019,-39.2974,0.424779
0.0100018,0.403528,-39.2382,0.436578
0.0100019,0.425627,-39.1789,0.448378
0.0100019,0.448315,-39.1197,0.460177
0.010002,0.471592,-39.0605,0.471976
0.010002,0.495458,-39.0013,0.483776
0.0100021,0.519914,-38.942,0.495575
0.0100021,0.544959,-38.8828,0.507374
0.0100022,0.570593,-38.8236,0.519174
0.0100022,0.596817,-38.7643,0.530973
0.0100023,0.623629,-38.7051,0.542772
0.0100023,0.651032,-38.6459,0.554571
0.0100024,0.679023,-38.5866,0.566371
0.0100024,0.707603,-38.5274,0.57817
0.0100025,0.736773,-38.4681,0.589969
0.0100025,0.766532,-38.4089,0.601768
0.0100026,0.796881,-38.3496,0.613567
0.0100026,0.827818,-38.2903,0.625367
0.0100027,0.859345,-38.2311,0.637166
0.0100027,0.891461,-38.1718,0.648965
0.0100028,0.924167,-38.1125,0.660764
0.0100028,0.957461,-38.0533,0.672563
0.0100029,0.991345,-37.994,0.684363
0.0100029,1.02582,-37.9347,0.696162
0.010003,1.06088,-37.8754,0.707961
0.010003,1.09653,-37.8161,0.71976
0.0100031,1.13277,-37.7569,0.731559
0.0100031,1.1696,-37.6976,0.743358
0.0100032,1.20702,-37.6383,0.755157
0.0100032,1.24503,-37.579,0.766956
0.0100033,1.28363,-37.5197,0.778755
0.0100033,1.32282,-37.4604,0.790554
0.0100034,1.36259,-37.4011,0.802353
0.0100034,1.40296,-37.3418,0.814152
0.0100035,1.44391,-37.2825,0.825951
0.0100035,1.48546,-37.2232,0.83775
0.0100036,1.52759,-37.1638,0.849549
0.0100036,1.57031,-37.1045,0.861348
0.0100037,1.61363,-37.0452,0.873147
0.0100037,1.65753,-36.9859,0.884946
0.0100038,1.70202,-36.9266,0.896745
0.0100038,1.7471,-36.8672,0.908544
0.0100039,1.79277,-36.8079,0.920343
0.0100039,1.83902,-36.7486,0.932142
0.010004,1.88587,-36.6892,0.943941
0.010004,1.93331,-36.6299,0.95574
0.0100041,1.98133,-36.5706,0.967538
0.0100041,2.02995,-36.5112,0.979337
0.0100042,2.07915,-36.4519,0.991136
0.0100042,2.12895,-36.3925,1.00293
0.0100043,2.17933,-36.3332,1.01473
0.0100043,2.2303,-36.2738,1.02653
0.0100044,2.28186,-36.2144,1.03833
0.0100044,2.33401,-36.1551,1.05013
0.0100045,2.38675,-36.0957,1.06193
0.0100045,2.44008,-36.0363,1.07373
0.0100046,2.494,-35.977,1.08553
0.0100046,2.54851,-35.9176,1.09732
0.0100047,2.6036,-35.8582,1.10912
0.0100047,2.65929,-35.7988,1.12092
0.0100048,2.71557,-35.7394,1.13272
0.0100048,2.77243,-35.6801,1.14452
0.0100049,2.82988,-35.6207,1.15632
0.0100049,2.88793,-35.5613,1.16812
0.010005,2.94656,-35.5019,1.17991
0.010005,3.00578,-35.4425,1.19171
0.0100051,3.06559,-35.3831,1.20351
0.0100051,3.12599,-35.3236,1.21531
0.0100052,3.18698,-35.2642,1.22711
0.0100052,3.24856,-35.2048,1.23891
0.0100053,3.31072,-35.1454,1.25071
0.0100053,3.37348,-35.086,1.2625
0.0100054,3.43682,-35.0265,1.2743
0.0100054,3.50076,-34.9671,1.2861
0.0100055,3.56528,-34.9077,1.2979
0.0100055,3.6304,-34.8482,1.3097
0.0100056,3.6961,-34.7888,1.3215
0.0100056,3.76239,-34.7293,1.33329
0.0100057,3.82927,-34.6699,1.34509
0.0100057,3.89674,-34.6104,1.35689
0.0100058,3.9648,-34.551,1.36869
0.0100058,4.03345,-34.4915,1.38049
0.0100059,4.10269,-34.432,1.39229
0.0100059,4.17251,-34.3725,1.40408
0.010006,4.24293,-34.3131,1.41588
0.010006,4.31393,-34.2536,1.42768
0.0100061,4.38553,-34.1941,1.43948
0.0100061,4.45771,-34.1346,1.45128
0.0100062,4.53048,-34.0751,1.46307
0.0100062,4.60385,-34.0156,1.47487
0.0100063,4.6778,-33.9561,1.48667
0.0100063,4.75234,-33.8966,1.49847
0.0100064,4.82747,-33.837,1.51027
0.0100064,4.90318,-33.7775,1.52206
0.0100065,4.97949,-33.718,1.53386
0.0100065,5.05639,-33.6584,1.54566
0.0100066,5.13388,-33.5989,1.55746
0.0100066,5.21195,-33.5394,1.56925
0.0100067,5.29061,-33.4798,1.58105
0.0100067,5.36987,-33.4202,1.59285
0.0100068,5.44971,-33.3607,1.60465
0.0100068,5.53014,-33.3011,1.61645
0.0100069,5.61116,-33.2415,1.62824
0.0100069,5.69277,-33.1819,1.64004
0.010007,5.77497,-33.1223,1.65184
0.010007,5.85776,-33.0627,1.66364
0.0100071,5.94114,-33.0031,1.67543
0.0100071,6.02511,-32.9435,1.68723
0.0100072,6.10966,-32.8839,1.69903
0.0100072,6.19481,-32.8243,1.71083
0.0100073,6.28054,-32.7647,1.72262
0.0100073,6.36686,-32.705,1.73442
0.0100074,6.45378,-32.6454,1.74622
0.0100074,6.54128,-32.5857,1.75802
0.0100075,6.62937,-32.526,1.76981
0.0100075,6.71805,-32.4664,1.78161
0.0100076,6.80732,-32.4067,1.79341
0.0100076,6.89718,-32.347,1.80521
0.0100077,6.98762,-32.2873,1.817
0.0100077,7.07866,-32.2276,1.8288
0.0100078,7.17029,-32.1679,1.8406
0.0100078,7.2625,-32.1082,1.85239
0.0100079,7.3553,-32.0485,1.86419
0.0100079,7.4487,-31.9887,1.87599
0.010008,7.54268,-31.929,1.88779
0.010008,7.63725,-31.8692,1.89958
0.0100081,7.73241,-31.8095,1.91138
0.0100081,7.82816,-31.7497,1.92318
0.0100082,7.9245,-31.6899,1.93497
0.0100082,8.02143,-31.6301,1.94677
0.0100083,8.11894,-31.5703,1.95857
0.0100083,8.21705,-31.5105,1.97036
0.0100084,8.31574,-31.4507,1.98216
0.0100084,8.41503,-31.3909,1.99396
0.0100085,8.5149,-31.3311,2.00576
0.0100085,8.61536,-31.2712,2.01755
0.0100086,8.71641,-31.2113,2.02935
0.0100086,8.81805,-31.1515,2.04115
0.0100087,8.92028,-31.0916,2.05294
0.0100087,9.0231,-31.0317,2.06474
0.0100088,9.12651,-30.9718,2.07654
0.0100088,9.23051,-30.9119,2.08833
0.0100089,9.33509,-30.852,2.10013
0.0100089,9.44027,-30.792,2.11192
0.010009,9.54603,-30.7321,2.12372
0.010009,9.65238,-30.6721,2.13552
0.0100091,9.75933,-30.6122,2.14731
0.0100091,9.86686,-30.5522,2.15911
0.0100092,9.97498,-30.4922,2.17091
0.0100092,10.0837,-30.4322,2.1827
0.0100093,10.193,-30.3722,2.1945
0.0100093,10.3029,-30.3121,2.2063
0.0100094,10.4134,-30.2521,2.21809
0.0100094,10.5244,-30.192,2.22989
0.0100095,10.6361,-30.132,2.24168
0.0100095,10.7483,-30.0719,2.25348
0.0100096,10.8611,-30.0118,2.26528
0.0100096,10.9746,-29.9517,2.27707
0.0100097,11.0886,-29.8916,2.28887
0.0100097,11.2032,-29.8314,2.30066
0.0100098,11.3184,-29.7713,2.31246
0.0100098,11.4341,-29.7111,2.32426
0.0100099,11.5505,-29.6509,2.33605
0.0100099,11.6675,-29.5907,2.34785
0.01001,11.785,-29.5305,2.35964
0.01001,11.9032,-29.4703,2.37144
0.0100101,12.0219,-29.41,2.38323
0.0100101,12.1412,-29.3498,2.39503
0.0100102,12.2611,-29.2895,2.40683
0.0100102,12.3816,-29.2292,2.41862
0.0100103,12.5027,-29.1689,2.43042
0.0100103,12.6243,-29.1086,2.44221
0.0100104,12.7466,-29.0483,2.45401
0.0100104,12.8694,-28.9879,2.4658
0.0100105,12.9929,-28.9276,2.4776
0.0100105,13.1169,-28.8672,2.48939
0.0100106,13.2415,-28.8068,2.50119
0.0100106,13.3667,-28.7463,2.51298
0.0100107,13.4925,-28.6859,2.52478
0.0100107,13.6189,-28.6255,2.53657
0.0100108,13.7458,-28.565,2.54837
0.0100108,13.8734,-28.5045,2.56017
0.0100109,14.0016,-28.444,2.57196
0.0100109,14.1303,-28.3835,2.58376
0.010011,14.2596,-28.3229,2.59555
0.010011,14.3895,-28.2623,2.60735
0.0100111,14.52,-28.2018,2.61914
0.0100111,14.6511,-28.1412,2.63093
0.0100112,14.7828,-28.0805,2.64273
0.0100112,14.9151,-28.0199,2.65452
0.0100113,15.0479,-27.9592,2.66632
0.0100113,15.1814,-27.8986,2.67811
0.0100114,15.3154,-27.8378,2.68991
0.0100114,15.45,-27.7771,2.7017
0.0100115,15.5853,-27.7164,2.7135
0.0100115,15.7211,-27.6556,2.72529
0.0100116,15.8575,-27.5948,2.73709
0.0100116,15.9944,-27.534,2.74888
0.0100117,16.132,-27.4732,2.76068
0.0100117,16.2702,-27.4123,2.77247
0.0100118,16.4089,-27.3515,2.78426
0.0100118,16.5483,-27.2906,2.79606
0.0100119,16.6882,-27.2297,2.80785
0.0100119,16.8287,-27.1687,2.81965
0.010012,16.9698,-27.1078,2.83144
0.010012,17.1115,-27.0468,2.84323
0.0100121,17.2538,-26.9858,2.85503
0.0100121,17.3967,-26.9247,2.86682
0.0100122,17.5401,-26.8637,2.87862
0.0100122,17.6842,-26.8026,2.89041
0.0100123,17.8288,-26.7415,2.9022
0.0100123,17.974,-26.6804,2.914
0.0100124,18.1199,-26.6192,2.92579
0.0100124,18.2663,-26.558,2.93759
0.0100125,18.4132,-26.4968,2.94938
0.0100125,0,-26.4356,2.96117
0.0100126,0,-26.3744,2.97297
0.0100126,0,-26.3131,2.98476
0.0100127,0,-26.252,2.99655
0.0100127,0,-26.1908,3.00835
0.0100128,0,-26.1296,3.02014
0.0100128,0,-26.0685,3.03193
0.0100129,0,-26.0074,3.04373
0.0100129,0,-25.9463,3.05552
0.010013,0,-25.8852,3.06731
0.010013,0,-25.8242,3.07911
0.0100131,0,-25.7631,3.0909
0.0100131,0,-25.7021,3.10269
0.0100132,0,-25.6411,3.11449
0.0100132,0,-25.5802,3.12628
0.0100133,0,-25.5192,3.13807
0.0100133,0,-25.4583,3.14986
0.0100134,0,-25.3974,3.16166
0.0100134,0,-25.3365,3.17345
0.0100135,0,-25.2756,3.18524
0.0100135,0,-25.2148,3.19704
0.0100136,0,-25.154,3.20883
0.0100136,0,-25.0932,3.22062
0.0100137,0,-25.0324,3.23241
0.0100137,0,-24.9716,3.24421
0.0100138,0,-24.9109,3.256
0.0100138,0,-24.8502,3.26779
0.0100139,0,-24.7895,3.27958
0.0100139,0,-24.7288,3.29137
0.010014,0,-24.6682,3.30317
0.010014,0,-24.6076,3.31496
0.0100141,0,-24.547,3.32675
0.0100141,0,-24.4864,3.33854
0.0100142,0,-24.4258,3.35033
0.0100142,0,-24.3653,3.36213
0.0100143,0,-24.3048,3.37392
0.0100143,0,-24.2443,3.38571
0.0100144,0,-24.1838,3.3975
0.0100144,0,-24.1234,3.40929
0.0100145,0,-24.0629,3.42109
0.0100145,0,-24.0025,3.43288
0.0100146,0,-23.9422,3.44467
0.0100146,0,-23.8818,3.45646
0.0100147,0,-23.8215,3.46825
0.0100147,0,-23.7612,3.48004
0.0100148,0,-23.7009,3.49183
0.0100148,0,-23.6406,3.50363
0.0100149,0,-23.5804,3.51542
0.0100149,0,-23.5202,3.52721
0.010015,0,-23.46,3.539
0.010015,0,-23.3998,3.55079
0.0100151,0,-23.3396,3.56258
0.0100151,0,-23.2795,3.57437
0.0100152,0,-23.2194,3.58616
0.0100152,0,-23.1593,3.59795
0.0100153,0,-23.0993,3.60974
0.0100153,0,-23.0393,3.62154
0.0100154,0,-22.9793,3.63333
0.0100154,0,-22.9193,3.64512
0.0100155,0,-22.8593,3.65691
0.0100155,0,-22.7994,3.6687
0.0100156,0,-22.7395,3.68049
0.0100156,0,-22.6796,3.69228
0.0100157,0,-22.6197,3.70407
0.0100157,0,-22.5599,3.71586
0.0100158,0,-22.5001,3.72765
0.0100158,0,-22.4403,3.73944
0.0100159,0,-22.3806,3.75123
0.0100159,0,-22.3208,3.76302
0.010016,0,-22.2611,3.77481
0.010016,0,-22.2014,3.7866
0.0100161,0,-22.1418,3.79839
0.0100161,0,-22.0821,3.81018
0.0100162,0,-22.0225,3.82197
0.0100162,0,-21.9629,3.83376
0.0100163,0,-21.9034,3.84555
0.0100163,0,-21.8438,3.85734
0.0100164,0,-21.7843,3.86913
0.0100164,0,-21.7248,3.88092
0.0100165,0,-21.6654,3.89271
0.0100165,0,-21.6059,3.90449
0.0100166,0,-21.5465,3.91628
0.0100166,0,-21.4872,3.92807
0.0100167,0,-21.4278,3.93986
0.0100167,0,-21.3685,3.95165
0.0100168,0,-21.3092,3.96344
0.0100168,0,-21.2499,3.97523
0.0100169,0,-21.1906,3.98702
0.0100169,0,-21.1314,3.99881
0.010017,0,-21.0722,4.0106
0.010017,0,-21.013,4.02238
0.0100171,0,-20.9539,4.03417
0.0100171,0,-20.8948,4.04596
0.0100172,0,-20.8357,4.05775
0.0100172,0,-20.7766,4.06954
0.0100173,0,-20.7176,4.08133
0.0100173,0,-20.6585,4.09311
0.0100174,0,-20.5995,4.1049
0.0100174,0,-20.5406,4.11669
0.0100175,0,-20.4816,4.12848
0.0100175,0,-20.4227,4.14027
0.0100176,0,-20.3639,4.15206
0.0100176,0,-20.305,4.16384
0.0100177,0,-20.2462,4.17563
0.0100177,0,-20.1874,4.18742
0.0100178,0,-20.1286,4.19921
0.0100178,0,-20.0699,4.21099
0.0100179,0,-20.0111,4.22278
0.0100179,0,-19.9524,4.23457
0.010018,0,-19.8938,4.24636
0.010018,0,-19.8351,4.25814
0.0100181,0,-19.7765,4.26993
0.0100181,0,-19.718,4.28172
0.0100182,0,-19.6594,4.29351
0.0100182,0,-19.6009,4.30529
0.0100183,0,-19.5424,4.31708
0.0100183,0,-19.4839,4.32887
0.0100184,0,-19.4255,4.34065
0.0100184,0,-19.3671,4.35244
0.0100185,0,-19.3087,4.36423
0.0100185,0,-19.2503,4.37601
0.0100186,0,-19.192,4.3878
0.0100186,0,-19.1337,4.39959
0.0100187,0,-19.0754,4.41137
0.0100187,0,-19.0172,4.42316
0.0100188,0,-18.959,4.43495
0.0100188,0,-18.9008,4.44673
0.0100189,0,-18.8426,4.45852
0.0100189,0,-18.7845,4.4703
0.010019,0,-18.7264,4.48209
0.010019,0,-18.6683,4.49388
0.0100191,0,-18.6103,4.50566
0.0100191,0,-18.5523,4.51745
0.0100192,0,-18.4943,4.52923
0.0100192,0,-18.4363,4.54102
0.0100193,0,-18.3784,4.55281
0.0100193,0,-18.3205,4.56459
0.0100194,0,-18.2626,4.57638
0.0100194,0,-18.2048,4.58816
0.0100195,0,-18.147,4.59995
0.0100195,0,-18.0892,4.61173
0.0100196,0,-18.0314,4.62352
0.0100196,0,-17.9737,4.6353
0.0100197,0,-17.916,4.64709
0.0100197,0,-17.8584,4.65887
0.0100198,0,-17.8007,4.67066
0.0100198,0,-17.7431,4.68244
0.0100199,0,-17.6856,4.69423
0.0100199,0,-17.628,4.70601
0.01002,0,-17.5705,4.7178
0.01002,0,-17.513,4.72958
0.0100201,0,-17.4556,4.74137
0.0100201,0,-17.3982,4.75315
0.0100202,0,-17.3408,4.76493
0.0100202,0,-17.2834,4.77672
0.0100203,0,-17.2261,4.7885
0.0100203,0,-17.1688,4.80029
0.0100204,0,-17.1115,4.81207
0.0100204,0,-17.0543,4.82385
0.0100205,0,-16.9971,4.83564
0.0100205,0,-16.9399,4.84742
0.0100206,0,-16.8827,4.85921
0.0100206,0,-16.8256,4.87099
0.0100207,0,-16.7685,4.88277
0.0100207,0,-16.7115,4.89456
0.0100208,0,-16.6544,4.90634
0.0100208,0,-16.5975,4.91812
0.0100209,0,-16.5405,4.92991
0.0100209,0,-16.4836,4.94169
0.010021,0,-16.4267,4.95347
0.010021,0,-16.3698,4.96526
0.0100211,0,-16.313,4.97704
0.0100211,0,-16.2561,4.98882
0.0100212,0,-16.1994,5.0006
0.0100212,0,-16.1426,5.01239
0.0100213,0,-16.0859,5.02417
0.0100213,0,-16.0292,5.03595
0.0100214,0,-15.9726,5.04773
0.0100214,0,-15.916,5.05952
0.0100215,0,-15.8594,5.0713
0.0100215,0,-15.8028,5.08308
0.0100216,0,-15.7463,5.09486
0.0100216,0,-15.6898,5.10664
0.0100217,0,-15.6334,5.11843
0.0100217,0,-15.5769,5.13021
0.0100218,0,-15.5206,5.14199
0.0100218,0,-15.4642,5.15377
0.0100219,0,-15.4079,5.16555
0.0100219,0,-15.3516,5.17734
0.010022,0,-15.2953,5.18912
0.010022,0,-15.2391,5.2009
0.0100221,0,-15.1829,5.21268
0.0100221,0,-15.1267,5.22446
0.0100222,0,-15.0706,5.23624
0.0100222,0,-15.0145,5.24802
0.0100223,0,-14.9584,5.2598
0.0100223,0,-14.9024,5.27158
0.0100224,0,-14.8464,5.28337
0.0100224,0,-14.7904,5.29515
0.0100225,0,-14.7345,5.30693
0.0100225,0,-14.6786,5.31871
0.0100226,0,-14.6227,5.33049
0.0100226,0,-14.5668,5.34227
0.0100227,0,-14.511,5.35405
0.0100227,0,-14.4553,5.36583
0.0100228,0,-14.3995,5.37761
0.0100228,0,-14.3438,5.38939
0.0100229,0,-14.2882,5.40117
0.0100229,0,-14.2325,5.41295
0.010023,0,-14.1769,5.42473
0.010023,0,-14.1213,5.43651
0.0100231,0,-14.0658,5.44829
0.0100231,0,-14.0103,5.46007
0.0100232,0,-13.9548,5.47185
0.0100232,0,-13.8994,5.48363
0.0100233,0,-13.844,5.49541
0.0100233,0,-13.7886,5.50718
0.0100234,0,-13.7333,5.51896
0.0100234,0,-13.678,5.53074
0.0100235,0,-13.6227,5.54252
0.0100235,0,-13.5675,5.5543
0.0100236,0,-13.5123,5.56608
0.0100236,0,-13.4571,5.57786
0.0100237,0,-13.402,5.58964
0.0100237,0,-13.3469,5.60142
0.0100238,0,-13.2918,5.61319
0.0100238,0,-13.2368,5.62497
0.0100239,0,-13.1818,5.63675
0.0100239,0,-13.1268,5.64853
0.010024,0,-13.0719,5.66031
0.010024,0,-13.017,5.67208
0.0100241,0,-12.9622,5.68386
0.0100241,0,-12.9073,5.69564
0.0100242,0,-12.8526,5.70742
0.0100242,0,-12.7978,5.7192
0.0100243,0,-12.7431,5.73097
0.0100243,0,-12.6884,5.74275
0.0100244,0,-12.6338,5.75453
0.0100244,0,-12.5791,5.7663
0.0100245,0,-12.5246,5.77808
0.0100245,0,-12.47,5.78986
0.0100246,0,-12.4155,5.80164
0.0100246,0,-12.361,5.81341
0.0100247,0,-12.3066,5.82519
0.0100247,0,-12.2522,5.83697
0.0100248,0,-12.1978,5.84874
0.0100248,0,-12.1435,5.86052
0.0100249,0,-12.0892,5.8723
0.0100249,0,-12.035,5.88407
0.010025,0,-11.9807,5.89585
0.010025,0.14769,-11.9265,5.90762
0.0100251,0.443512,-11.8724,5.9194
0.0100251,0.739775,-11.8183,5.93118
0.0100252,1.03663,-11.7642,5.94295
0.0100252,1.33406,-11.7101,5.95473
0.0100253,1.63209,-11.6561,5.9665
0.0100253,1.9307,-11.6021,5.97828
0.0100254,2.22991,-11.5482,5.99005
0.0100254,2.5297,-11.4943,6.00183
0.0100255,2.83008,-11.4404,6.01361
0.0100255,3.13104,-11.3865,6.02538
0.0100256,3.4326,-11.3327,6.03716
0.0100256,3.73474,-11.2789,6.04893
0.0100257,4.03747,-11.2251,6.06071
0.0100257,4.34078,-11.1713,6.07248
0.0100258,4.64469,-11.1176,6.08425
0.0100258,4.94918,-11.0639,6.09603
0.0100259,5.25426,-11.0102,6.1078
0.0100259,5.55993,-10.9566,6.11958
0.010026,5.86619,-10.9029,6.13135
0.010026,6.17304,-10.8493,6.14313
0.0100261,6.48047,-10.7957,6.1549
0.0100261,6.78849,-10.7422,6.16668
0.0100262,7.0971,-10.6886,6.17845
0.0100262,7.40629,-10.6351,6.19022
0.0100263,7.71608,-10.5816,6.202
0.0100263,8.02645,-10.5281,6.21377
0.0100264,8.33741,-10.4747,6.22554
0.0100264,8.64896,-10.4212,6.23732
0.0100265,8.96109,-10.3678,6.24909
0.0100265,9.27381,-10.3144,6.26086
0.0100266,9.58712,-10.261,6.27264
0.0100266,9.90102,-10.2076,6.28441
0.0100267,10.2155,-10.1542,6.29618
0.0100267,10.5306,-10.1008,6.30796
0.0100268,10.8462,-10.0475,6.31973
0.0100268,11.1625,-9.99414,6.3315
0.0100269,11.4793,-9.94081,6.34327
0.0100269,11.7968,-9.88749,6.35505
0.010027,12.1148,-9.83418,6.36682
0.010027,12.4334,-9.78088,6.37859
0.0100271,12.7526,-9.72759,6.39036
0.0100271,13.0723,-9.6743,6.40214
0.0100272,13.3927,-9.62102,6.41391
0.0100272,13.7137,-9.56775,6.42568
0.0100273,14.0352,-9.51448,6.43745
0.0100273,14.3573,-9.46122,6.44922
0.0100274,14.68,-9.40796,6.46099
0.0100274,15.0033,-9.3547,6.47277
0.0100275,15.3272,-9.30144,6.48454
0.0100275,15.6517,-9.24819,6.49631
0.0100276,15.9768,-9.19494,6.50808
0.0100276,16.3024,-9.14168,6.51985
0.0100277,16.6287,-9.08843,6.53162
0.0100277,16.9555,-9.03517,6.54339
0.0100278,17.2829,-8.98192,6.55516
0.0100278,17.6109,-8.92866,6.56693
0.0100279,17.9395,-8.87539,6.5787
0.0100279,18.2687,-8.82212,6.59047
0.010028,18.5984,-8.76885,6.60224
0.010028,18.9288,-8.71557,6.61401
0.0100281,19.2597,-8.66229,6.62578
0.0100281,19.5913,-8.60899,6.63755
0.0100282,19.9234,-8.55569,6.64932
0.0100282,20.2561,-8.50238,6.66109
0.0100283,20.5894,-8.44907,6.67286
0.0100283,20.9233,-8.39574,6.68463
0.0100284,21.2577,-8.3424,6.6964
0.0100284,21.5928,-8.28905,6.70817
0.0100285,21.9284,-8.23568,6.71994
0.0100285,22.2647,-8.18231,6.73171
0.0100286,22.6015,-8.12892,6.74348
0.0100286,22.9389,-8.07551,6.75525
0.0100287,23.2769,-8.0221,6.76702
0.0100287,23.6155,-7.96866,6.77879
0.0100288,23.9546,-7.91521,6.79055
0.0100288,24.2944,-7.86174,6.80232
0.0100289,24.6347,-7.80825,6.81409
0.0100289,24.9757,-7.75475,6.82586
0.010029,25.3172,-7.70122,6.83763
0.010029,25.6593,-7.64767,6.8494
0.0100291,26.002,-7.59411,6.86116
0.0100291,26.3453,-7.54052,6.87293
0.0100292,26.6891,-7.48691,6.8847
0.0100292,27.0336,-7.43327,6.89647
0.0100293,27.3786,-7.37961,6.90824
0.0100293,27.7243,-7.32593,6.92
0.0100294,28.0705,-7.27222,6.93177
0.0100294,28.4173,-7.21848,6.94354
0.0100295,28.7647,-7.16472,6.9553
0.0100295,29.1127,-7.11093,6.96707
0.0100296,29.4612,-7.05711,6.97884
0.0100296,29.8104,-7.00326,6.9906
0.0100297,30.1601,-6.94939,7.00237
0.0100297,30.5104,-6.89548,7.01414
0.0100298,30.8614,-6.84154,7.0259
0.0100298,31.2129,-6.78757,7.03767
0.0100299,31.565,-6.73356,7.04944
0.0100299,31.9176,-6.67952,7.0612
0.01003,32.2709,-6.62545,7.07297
0.01003,32.6248,-6.57134,7.08473
0.0100301,32.9792,-6.5172,7.0965
0.0100301,33.3342,-6.46302,7.10827
0.0100302,33.6899,-6.4088,7.12003
0.0100302,34.0461,-6.35454,7.1318
0.0100303,34.4029,-6.30025,7.14356
0.0100303,34.7602,-6.24591,7.15533
0.0100304,35.1182,-6.19153,7.16709
0.0100304,35.4768,-6.13712,7.17886
0.0100305,35.8359,-6.08266,7.19062
0.0100305,36.1956,-6.02816,7.20239
0.0100306,36.5559,-5.97361,7.21415
0.0100306,36.9168,-5.91902,7.22592
0.0100307,37.2783,-5.86439,7.23768
0.0100307,37.6404,-5.80971,7.24945
0.0100308,38.0031,-5.75498,7.26121
0.0100308,38.3663,-5.70021,7.27297
0.0100309,38.7302,-5.64539,7.28474
0.0100309,39.0946,-5.59051,7.2965
0.010031,39.4596,-5.53559,7.30827
0.010031,39.8252,-5.48062,7.32003
0.0100311,40.1914,-5.4256,7.33179
0.0100311,40.5582,-5.37053,7.34356
0.0100312,40.9255,-5.3154,7.35532
0.0100312,41.2935,-5.26022,7.36708
0.0100313,41.662,-5.20499,7.37885
0.0100313,42.0312,-5.1497,7.39061
0.0100314,42.4009,-5.09436,7.40237
0.0100314,42.7712,-5.03896,7.41413
0.0100315,43.1421,-4.9835,7.4259
0.0100315,43.5135,-4.92798,7.43766
0.0100316,43.8856,-4.87241,7.44942
0.0100316,44.2582,-4.81677,7.46118
0.0100317,44.6315,-4.76108,7.47295
0.0100317,45.0053,-4.70532,7.48471
0.0100318,45.3797,-4.64951,7.49647
0.0100318,45.7547,-4.59363,7.50823
0.0100319,46.1303,-4.53768,7.51999
0.0100319,46.5065,-4.48168,7.53175
0.010032,46.8832,-4.4256,7.54352
0.010032,47.2606,-4.36947,7.55528
0.0100321,47.6385,-4.31326,7.56704
0.0100321,48.017,-4.25699,7.5788
0.0100322,48.3961,-4.20065,7.59056
0.0100322,48.7758,-4.14424,7.60232
0.0100323,49.1561,-4.08776,7.61408
0.0100323,49.537,-4.03122,7.62584
0.0100324,49.9184,-3.9746,7.6376
0.0100324,50.3005,-3.91791,7.64936
0.0100325,50.6831,-3.86114,7.66112
0.0100325,51.0663,-3.8043,7.67288
0.0100326,51.4501,-3.74739,7.68464
0.0100326,51.8345,-3.69041,7.6964
0.0100327,52.2195,-3.63334,7.70816
0.0100327,52.6051,-3.5762,7.71992
0.0100328,52.9912,-3.51899,7.73168
0.0100328,53.378,-3.46169,7.74344
0.0100329,53.7653,-3.40432,7.7552
0.0100329,54.1532,-3.34687,7.76696
0.010033,54.5417,-3.28933,7.77872
0.010033,54.9308,-3.23172,7.79048
0.0100331,55.3205,-3.17402,7.80224
0.0100331,55.7107,-3.11624,7.81399
0.0100332,56.1016,-3.05838,7.82575
0.0100332,56.493,-3.00043,7.83751
0.0100333,56.885,-2.9424,7.84927
0.0100333,57.2776,-2.88428,7.86103
0.0100334,57.6708,-2.82607,7.87278
0.0100334,58.0646,-2.76778,7.88454
0.0100335,58.459,-2.7094,7.8963
0.0100335,58.854,-2.65093,7.90806
0.0100336,59.2495,-2.59237,7.91982
0.0100336,59.6456,-2.53371,7.93157
0.0100337,60.0423,-2.47497,7.94333
0.0100337,60.4397,-2.41614,7.95509
